date,away,home,pred_winner,fav_win_prob,total_pick_long,total_pick_short,total_val,total_confidence,under_conf,under_100_ret,under_pct_ret,over_conf,over_100_ret,over_pct_ret,runline_pick_long,runline_pick_short,runline_val,runline_confidence,away_rl_conf,away_rl_100_ret,away_rl_pct_ret,home_rl_conf,home_rl_100_ret,home_rl_pct_ret,ml_pick_long,ml_pick_short,ml_val,moneyline_confidence,away_ml_conf,away_ml_100,away_ml_pct_ret,home_ml_conf,home_ml_100_ret,home_ml_pct_ret,game,pred_away_runs,pred_away_hits,pred_away_errors,pred_away_at_bats,pred_away_homeruns,pred_away_walks,pred_away_strikeouts,pred_home_runs,pred_home_hits,pred_home_errors,pred_home_at_bats,pred_home_homeruns,pred_home_walks,pred_home_strikeouts
2015-04-10,STL,CIN,STL,54.1%,No Pick,No Pick,,No Pick,46.28%,$96.20,-3.80%,45.56%,$99.20,-0.80%,CIN +1.5 (-136),Home,1.5,1,42.00%,$94.90,-5.10%,58.00%,$100.60,0.60%,CIN +125,Home,,1,54.05%,$94.10,-5.90%,45.95%,$103.40,3.40%,1,4.47,9.02,0.61,34.83,1.15,3.55,6.6,3.7,8.38,0.67,33.25,0.99,2.81,6.51
2015-04-10,PIT,MIL,MIL,51.0%,Over 7.5 (-113),Over,7.5,2,40.69%,$82.20,-17.80%,59.31%,$111.80,11.80%,PIT +1.5 (-180),Away,1.5,1,66.67%,$103.70,3.70%,33.33%,$88.30,-11.70%,PIT +119,Away,,1,49.03%,$107.40,7.40%,50.97%,$90.50,-9.50%,1,4.49,9.14,0.56,35.21,1.36,3.01,7.51,4.3,8.86,0.57,33.15,1.17,3.16,5.97
2015-04-10,NYM,ATL,ATL,51.2%,Over 7.0 (-105),Over,7.0,2,36.69%,$81.90,-18.10%,50.82%,$113.40,13.40%,ATL +1.5 (-163),Home,1.5,1,36.64%,$91.60,-8.40%,63.36%,$102.20,2.20%,ATL +104,Home,,1,48.76%,$91.90,-8.10%,51.24%,$104.50,4.50%,1,4.01,9.18,0.65,35.22,1.04,2.82,6.83,3.85,8.72,0.66,33.53,0.9,2.99,6.67
2015-04-10,LAD,ARI,LAD,60.1%,Over 8.5 (-109),Over,8.5,2,42.47%,$84.50,-15.50%,57.53%,$110.30,10.30%,LAD -1.5 (+146),Away,-1.5,2,48.41%,$119.10,19.10%,51.59%,$84.00,-16.00%,LAD -115,Away,,2,60.14%,$112.40,12.40%,39.86%,$82.10,-17.90%,1,5.48,9.96,0.66,35.94,1.32,3.59,6.93,3.98,8.69,0.65,33.73,0.71,2.95,6.71
2015-04-10,KC,LAA,LAA,53.8%,Over 7.5 (+104),Over,7.5,2,43.41%,$81.20,-18.80%,56.59%,$115.40,15.40%,No Pick,No Pick,,No Pick,63.91%,$99.00,-1.00%,36.09%,$96.30,-3.70%,KC +118,Away,,1,46.17%,$100.60,0.60%,53.83%,$95.90,-4.10%,1,4.17,9.05,0.65,35.25,1.18,3.65,7.45,4.31,9.25,0.57,34.1,1.27,3.25,6.11
2015-04-10,SEA,OAK,OAK,53.3%,Over 7.0 (+112),Over,7.0,2,39.23%,$81.10,-18.90%,48.12%,$116.80,16.80%,OAK -1.5 (+197),Home,-1.5,1,64.40%,$94.40,-5.60%,35.60%,$105.70,5.70%,OAK -107,Home,,1,46.67%,$92.90,-7.10%,53.33%,$103.20,3.20%,1,3.74,8.48,0.65,34.43,1.16,3.31,7.28,3.83,8.29,0.6,32.81,0.9,4.01,6.97
2015-04-10,SF,SD,SD,51.4%,Under 7.0 (-127),Under,7.0,1,50.83%,$103.80,3.80%,36.68%,$90.10,-9.90%,No Pick,No Pick,,No Pick,66.28%,$97.70,-2.30%,33.72%,$98.80,-1.20%,SF +111,Away,,1,48.62%,$102.60,2.60%,51.38%,$94.20,-5.80%,1,3.22,8.7,0.55,34.56,0.77,3.75,7.24,3.08,8.24,0.61,32.89,0.91,3.03,6.87
2015-04-11,BOS,NYY,NYY,62.5%,Under 8.5 (+100),Under,8.5,2,56.90%,$113.80,13.80%,43.10%,$82.30,-17.70%,NYY -1.5 (+194),Home,-1.5,2,55.08%,$81.10,-18.90%,44.92%,$132.10,32.10%,NYY -108,Home,,3,37.53%,$75.10,-24.90%,62.47%,$120.30,20.30%,1,3.36,7.86,0.63,34.24,0.78,2.94,8.51,4.54,8.91,0.63,33.07,1.02,3.89,6.03
2015-04-11,STL,CIN,CIN,53.0%,Over 6.5 (-111),Over,6.5,1,45.47%,$91.40,-8.60%,54.53%,$103.70,3.70%,CIN -1.5 (+188),Home,-1.5,1,64.71%,$96.30,-3.70%,35.29%,$101.60,1.60%,No Pick,No Pick,,No Pick,46.98%,$99.60,-0.40%,53.02%,$96.80,-3.20%,1,3.42,7.92,0.63,34.16,0.89,3.01,8.23,3.47,7.81,0.58,32.37,0.73,3.22,6.91
2015-04-11,MIN,CHW,CHW,61.5%,Over 8.5 (-101),Over,8.5,2,41.62%,$79.80,-20.20%,58.38%,$116.20,16.20%,CHW -1.5 (+140),Home,-1.5,1,56.15%,$93.10,-6.90%,43.85%,$105.20,5.20%,CHW -152,Home,,1,38.55%,$92.50,-7.50%,61.45%,$101.90,1.90%,1,4.25,9.13,0.65,35.08,0.96,2.97,7.02,5.3,9.72,0.63,33.73,1.29,3.78,5.72
2015-04-11,SEA,OAK,OAK,59.0%,No Pick,No Pick,,No Pick,37.83%,$95.20,-4.80%,49.60%,$99.40,-0.60%,OAK -1.5 (+166),Home,-1.5,1,58.68%,$91.10,-8.90%,41.32%,$109.90,9.90%,OAK -139,Home,,1,40.98%,$93.40,-6.60%,59.02%,$101.50,1.50%,1,3.49,8.47,0.63,34.65,0.86,3.05,7.28,4.24,8.75,0.61,33.23,1.19,3.35,6.49
2015-04-11,TB,MIA,TB,50.5%,Over 7.0 (-115),Over,7.0,2,35.47%,$82.60,-17.40%,52.14%,$111.30,11.30%,TB -1.5 (+162),Away,-1.5,1,38.39%,$100.60,0.60%,61.61%,$96.40,-3.60%,No Pick,No Pick,,No Pick,50.52%,$98.60,-1.40%,49.48%,$97.50,-2.50%,1,4.18,9.27,0.7,35.21,0.85,3.57,6.47,3.82,8.57,0.66,33.56,0.8,3.29,7.28
2015-04-11,DET,CLE,CLE,54.8%,Over 6.0 (-113),Over,6.0,3,32.88%,$72.80,-27.20%,58.39%,$120.60,20.60%,CLE +1.5 (-170),Home,1.5,2,33.19%,$85.00,-15.00%,66.81%,$106.10,6.10%,CLE +101,Home,,2,45.19%,$86.70,-13.30%,54.81%,$110.20,10.20%,1,3.52,8.66,0.57,35.1,0.96,3.01,8.63,3.78,8.6,0.54,33.47,1.01,2.77,7.46
2015-04-11,WSH,PHI,WSH,50.1%,Over 6.5 (+104),Over,6.5,3,37.05%,$69.30,-30.70%,62.95%,$128.40,28.40%,No Pick,No Pick,,No Pick,38.01%,$99.20,-0.80%,61.99%,$97.40,-2.60%,No Pick,No Pick,,No Pick,50.14%,$97.40,-2.60%,49.86%,$98.70,-1.30%,1,4.07,8.64,0.69,34.68,0.98,3.29,7.67,3.75,8.65,0.65,33.45,0.85,2.47,6.08
2015-04-11,TOR,BAL,TOR,51.3%,Over 8.0 (+102),Over,8.0,1,41.94%,$86.00,-14.00%,49.95%,$109.80,9.80%,TOR -1.5 (+161),Away,-1.5,1,39.17%,$102.20,2.20%,60.83%,$95.60,-4.40%,TOR +101,Away,,1,51.29%,$103.10,3.10%,48.71%,$93.40,-6.60%,1,4.55,9.01,0.64,34.81,1.26,4.1,7.28,4.1,8.89,0.55,33.49,0.95,3.3,6.64
2015-04-11,NYM,ATL,ATL,56.3%,Over 6.5 (-123),Over,6.5,2,35.96%,$75.90,-24.10%,64.04%,$116.10,16.10%,ATL -1.5 (+188),Home,-1.5,1,61.44%,$91.40,-8.60%,38.56%,$111.10,11.10%,ATL -115,Home,,1,43.68%,$90.00,-10.00%,56.32%,$105.30,5.30%,1,3.75,8.8,0.65,34.99,0.96,2.86,7.5,4.19,8.87,0.65,33.35,1.0,3.38,6.36
2015-04-11,PIT,MIL,MIL,51.4%,Over 8.0 (-102),Over,8.0,1,41.36%,$86.70,-13.30%,50.55%,$108.90,8.90%,No Pick,No Pick,,No Pick,36.49%,$96.70,-3.30%,63.51%,$99.00,-1.00%,PIT +108,Away,,1,48.61%,$101.10,1.10%,51.39%,$95.30,-4.70%,1,4.42,9.57,0.61,35.54,1.17,3.14,6.84,4.28,9.17,0.6,33.66,1.1,3.0,5.95
2015-04-11,HOU,TEX,TEX,55.2%,Over 8.5 (-123),Over,8.5,1,44.19%,$93.20,-6.80%,55.81%,$101.20,1.20%,No Pick,No Pick,,No Pick,62.58%,$97.70,-2.30%,37.42%,$98.80,-1.20%,No Pick,No Pick,,No Pick,44.82%,$96.40,-3.60%,55.18%,$99.70,-0.30%,1,4.49,9.3,0.73,35.04,1.02,2.84,6.31,4.79,9.12,0.74,33.22,1.02,3.51,5.75
2015-04-11,CHC,COL,COL,57.0%,Over 10.5 (-113),Over,10.5,2,39.86%,$80.50,-19.50%,60.14%,$113.40,13.40%,COL -1.5 (+186),Home,-1.5,1,60.75%,$90.70,-9.30%,39.25%,$112.30,12.30%,COL -107,Home,,2,43.00%,$85.60,-14.40%,57.00%,$110.30,10.30%,1,5.61,9.31,0.61,35.26,1.15,2.78,6.24,6.12,9.76,0.65,34.13,1.24,3.12,6.47
2015-04-11,LAD,ARI,LAD,65.3%,Over 7.5 (+108),Over,7.5,3,40.61%,$74.70,-25.30%,59.39%,$123.50,23.50%,LAD -1.5 (-114),Away,-1.5,1,53.84%,$101.10,1.10%,46.16%,$94.60,-5.40%,LAD -180,Away,,1,65.25%,$101.50,1.50%,34.75%,$92.10,-7.90%,1,5.46,9.97,0.62,35.74,1.28,3.8,6.52,3.33,8.06,0.73,33.34,0.71,2.46,8.05
2015-04-11,SF,SD,SF,51.9%,Over 6.0 (+103),Over,6.0,1,45.93%,$95.10,-4.90%,44.74%,$100.20,0.20%,SF -1.5 (+174),Away,-1.5,1,39.81%,$109.10,9.10%,60.19%,$91.90,-8.10%,SF +103,Away,,1,51.92%,$105.40,5.40%,48.08%,$91.40,-8.60%,1,3.18,8.73,0.59,34.99,1.06,2.69,7.09,2.65,7.97,0.63,32.93,0.81,2.51,7.45
2015-04-11,KC,LAA,LAA,55.1%,Over 7.5 (+107),Over,7.5,2,45.70%,$84.40,-15.60%,54.30%,$112.40,12.40%,No Pick,No Pick,,No Pick,62.68%,$98.50,-1.50%,37.32%,$97.40,-2.60%,No Pick,No Pick,,No Pick,44.92%,$99.30,-0.70%,55.08%,$97.10,-2.90%,1,3.97,8.91,0.61,35.05,1.11,3.1,7.2,4.26,9.17,0.6,33.69,1.16,3.26,5.82
2015-04-12,DET,CLE,CLE,53.5%,Over 8.0 (-103),Over,8.0,1,41.05%,$86.40,-13.60%,50.87%,$109.10,9.10%,CLE +1.5 (-164),Home,1.5,1,34.45%,$86.50,-13.50%,65.55%,$105.50,5.50%,CLE +106,Home,,1,46.52%,$87.00,-13.00%,53.48%,$110.20,10.20%,1,4.32,9.84,0.66,35.68,1.1,3.01,7.16,4.42,9.65,0.62,34.08,1.09,3.58,5.98
2015-04-12,TB,MIA,MIA,54.3%,Over 7.5 (+115),Over,7.5,3,42.39%,$75.80,-24.20%,57.61%,$123.90,23.90%,MIA -1.5 (+176),Home,-1.5,1,63.48%,$96.50,-3.50%,36.52%,$100.80,0.80%,No Pick,No Pick,,No Pick,45.73%,$97.40,-2.60%,54.27%,$98.80,-1.20%,1,4.2,9.55,0.63,35.46,0.92,3.0,6.18,4.39,9.07,0.63,33.55,1.12,3.38,6.75
2015-04-12,STL,CIN,STL,54.0%,Over 8.0 (+115),Over,8.0,1,47.35%,$92.10,-7.90%,44.50%,$104.20,4.20%,STL -1.5 (+143),Away,-1.5,1,41.99%,$102.00,2.00%,58.01%,$95.40,-4.60%,STL -117,Away,,1,54.04%,$100.20,0.20%,45.96%,$95.60,-4.40%,1,4.41,9.06,0.67,35.11,1.2,3.51,6.78,3.64,8.22,0.62,33.02,0.73,3.44,7.18
2015-04-12,WSH,PHI,WSH,61.4%,Over 7.0 (+108),Over,7.0,3,35.51%,$74.60,-25.40%,52.10%,$123.70,23.70%,No Pick,No Pick,,No Pick,49.80%,$96.80,-3.20%,50.20%,$99.40,-0.60%,PHI +167,Home,,1,61.44%,$95.20,-4.80%,38.56%,$103.00,3.00%,1,4.82,9.46,0.58,35.4,1.24,3.24,6.54,3.17,7.59,0.68,32.94,0.77,2.74,8.0
2015-04-12,TOR,BAL,BAL,55.1%,Over 8.0 (+105),Over,8.0,2,40.51%,$82.10,-17.90%,51.43%,$114.70,14.70%,BAL -1.5 (+183),Home,-1.5,1,62.62%,$93.90,-6.10%,37.38%,$105.80,5.80%,BAL -113,Home,,1,44.86%,$91.50,-8.50%,55.14%,$103.90,3.90%,1,4.25,8.86,0.59,34.83,1.22,3.29,6.73,4.55,8.81,0.55,33.46,1.32,3.31,6.71
2015-04-12,NYM,ATL,ATL,55.1%,Over 6.5 (+100),Over,6.5,3,36.75%,$70.20,-29.80%,63.25%,$126.50,26.50%,ATL -1.5 (+188),Home,-1.5,1,62.63%,$93.20,-6.80%,37.37%,$107.60,7.60%,ATL -121,Home,,1,44.87%,$95.10,-4.90%,55.13%,$100.70,0.70%,1,3.78,8.67,0.68,34.92,0.92,3.06,8.28,4.07,9.08,0.64,33.87,1.01,2.85,6.75
2015-04-12,PIT,MIL,MIL,53.1%,No Pick,No Pick,,No Pick,46.66%,$95.20,-4.80%,53.34%,$99.70,-0.30%,MIL -1.5 (+197),Home,-1.5,1,64.64%,$94.70,-5.30%,35.36%,$105.00,5.00%,MIL -110,Home,,1,46.91%,$94.80,-5.20%,53.09%,$101.30,1.30%,1,4.47,9.7,0.6,35.89,1.35,2.84,6.57,4.53,8.97,0.61,33.37,1.04,3.97,6.09
2015-04-12,MIN,CHW,CHW,53.4%,Over 7.5 (-110),Over,7.5,1,44.66%,$89.30,-10.70%,55.34%,$105.70,5.70%,MIN +1.5 (-142),Away,1.5,2,64.30%,$109.60,9.60%,35.70%,$82.50,-17.50%,MIN +156,Away,,2,46.56%,$119.20,19.20%,53.44%,$84.90,-15.10%,1,4.12,8.88,0.64,34.96,1.0,3.08,8.25,4.22,8.99,0.6,33.47,1.02,2.56,6.41
2015-04-12,HOU,TEX,HOU,51.7%,Over 8.5 (-104),Over,8.5,1,46.60%,$90.60,-9.40%,53.40%,$104.80,4.80%,TEX +1.5 (-144),Home,1.5,1,39.57%,$92.20,-7.80%,60.43%,$102.40,2.40%,TEX +113,Home,,1,51.68%,$94.00,-6.00%,48.32%,$102.90,2.90%,1,4.75,9.42,0.68,35.2,1.17,2.95,6.59,4.26,9.02,0.53,33.6,0.77,2.89,6.03
2015-04-12,KC,LAA,LAA,54.4%,Over 7.0 (-120),Over,7.0,2,32.34%,$76.80,-23.20%,55.62%,$115.90,15.90%,LAA -1.5 (+183),Home,-1.5,1,63.33%,$95.00,-5.00%,36.67%,$103.80,3.80%,LAA -117,Home,,1,45.58%,$94.80,-5.20%,54.42%,$100.90,0.90%,1,4.08,8.87,0.57,34.76,1.06,3.8,7.57,4.29,8.9,0.59,33.43,1.14,3.68,6.75
2015-04-12,SEA,OAK,OAK,52.1%,No Pick,No Pick,,No Pick,45.03%,$99.50,-0.50%,54.97%,$96.00,-4.00%,OAK +1.5 (-139),Home,1.5,2,35.81%,$81.60,-18.40%,64.19%,$110.40,10.40%,OAK +123,Home,,2,47.92%,$84.00,-16.00%,52.08%,$116.10,16.10%,1,3.5,8.42,0.55,34.3,0.81,3.39,7.2,3.43,8.14,0.64,32.93,0.91,2.94,7.35
2015-04-12,LAD,ARI,LAD,61.5%,Over 7.5 (-117),Over,7.5,2,37.98%,$78.20,-21.80%,62.02%,$115.00,15.00%,LAD -1.5 (+121),Away,-1.5,1,49.82%,$110.10,10.10%,50.18%,$88.50,-11.50%,LAD -140,Away,,1,61.46%,$105.40,5.40%,38.54%,$88.30,-11.70%,1,5.37,9.88,0.61,35.78,1.23,3.32,6.5,3.72,8.39,0.68,33.52,0.85,2.36,7.35
2015-04-12,CHC,COL,COL,55.5%,Over 9.5 (-119),Over,9.5,2,37.55%,$78.10,-21.90%,62.45%,$114.90,14.90%,COL +1.5 (-166),Home,1.5,2,32.51%,$82.30,-17.70%,67.49%,$108.10,8.10%,COL -104,Home,,1,44.47%,$87.20,-12.80%,55.53%,$108.90,8.90%,1,5.4,9.18,0.71,35.05,1.05,3.3,6.43,5.74,9.83,0.63,34.05,0.91,2.85,5.83
2015-04-12,SF,SD,SD,53.0%,No Pick,No Pick,,No Pick,52.90%,$97.40,-2.60%,47.10%,$98.00,-2.00%,No Pick,No Pick,,No Pick,64.75%,$98.00,-2.00%,35.25%,$98.30,-1.70%,SF +120,Away,,1,47.03%,$103.50,3.50%,52.97%,$93.70,-6.30%,1,3.02,8.22,0.6,34.35,0.76,3.33,7.69,3.06,8.33,0.68,33.11,0.98,2.83,6.6
2015-04-12,BOS,NYY,NYY,59.7%,Over 7.0 (-127),Over,7.0,1,36.64%,$90.00,-10.00%,50.88%,$103.90,3.90%,NYY -1.5 (+185),Home,-1.5,2,57.96%,$86.60,-13.40%,42.04%,$119.80,19.80%,NYY -109,Home,,2,40.28%,$81.00,-19.00%,59.72%,$114.50,14.50%,1,3.51,8.18,0.66,34.56,1.08,2.22,8.25,4.35,9.09,0.58,33.58,1.09,3.24,6.31
2015-04-13,PHI,NYM,NYM,58.6%,No Pick,No Pick,,No Pick,46.60%,$99.00,-1.00%,40.70%,$96.00,-4.00%,No Pick,No Pick,,No Pick,59.15%,$99.10,-0.90%,40.85%,$96.40,-3.60%,PHI +156,Away,,1,41.44%,$106.10,6.10%,58.56%,$93.00,-7.00%,1,3.03,7.97,0.64,33.98,0.71,3.09,8.27,3.73,8.48,0.66,32.75,0.86,3.56,6.44
2015-04-13,DET,PIT,PIT,54.8%,Over 7.0 (-133),Over,7.0,2,32.10%,$80.30,-19.70%,55.88%,$111.30,11.30%,No Pick,No Pick,,No Pick,62.99%,$98.00,-2.00%,37.01%,$98.10,-1.90%,DET +121,Away,,1,45.23%,$100.00,0.00%,54.77%,$96.60,-3.40%,1,4.08,8.91,0.69,35.05,1.04,3.25,7.82,4.33,9.3,0.65,33.94,0.94,3.13,6.73
2015-04-13,WSH,BOS,WSH,58.1%,Under 8.5 (+100),Under,8.5,1,52.82%,$105.60,5.60%,47.18%,$90.10,-9.90%,WSH +1.5 (-174),Away,1.5,4,74.60%,$117.50,17.50%,25.40%,$66.00,-34.00%,WSH +124,Away,,3,58.05%,$130.00,30.00%,41.95%,$73.30,-26.70%,1,4.79,9.76,0.69,35.69,1.24,3.13,6.32,3.55,8.34,0.68,33.57,0.82,2.42,7.16
2015-04-13,KC,MIN,MIN,50.7%,Over 8.5 (+105),Over,8.5,2,43.46%,$80.90,-19.10%,56.54%,$115.90,15.90%,MIN +1.5 (-142),Home,1.5,1,37.19%,$85.90,-14.10%,62.81%,$107.00,7.00%,MIN +116,Home,,1,49.32%,$88.50,-11.50%,50.68%,$109.50,9.50%,1,4.79,10.03,0.66,35.96,1.29,3.65,6.74,4.56,9.24,0.63,34.1,1.34,3.39,6.62
2015-04-13,MIL,STL,STL,58.3%,No Pick,No Pick,,No Pick,53.47%,$99.60,-0.40%,46.53%,$95.40,-4.60%,No Pick,No Pick,,No Pick,59.43%,$98.50,-1.50%,40.57%,$97.40,-2.60%,MIL +155,Away,,1,41.71%,$106.40,6.40%,58.29%,$93.00,-7.00%,1,3.37,8.4,0.58,34.65,0.72,2.87,7.4,4.03,8.59,0.55,33.24,0.98,3.21,6.09
2015-04-13,COL,SF,SF,58.6%,Over 7.5 (-110),Over,7.5,1,43.31%,$86.60,-13.40%,56.69%,$108.20,8.20%,SF -1.5 (+173),Home,-1.5,1,59.11%,$90.60,-9.40%,40.89%,$111.60,11.60%,SF -128,Home,,1,41.40%,$90.30,-9.70%,58.60%,$104.40,4.40%,1,3.89,8.99,0.68,35.0,1.13,3.15,7.18,4.6,9.35,0.63,33.59,1.25,3.9,5.8
2015-04-13,NYY,BAL,BAL,54.9%,Over 7.5 (-102),Over,7.5,1,45.34%,$87.30,-12.70%,54.66%,$108.20,8.20%,BAL -1.5 (+186),Home,-1.5,1,62.83%,$93.80,-6.20%,37.17%,$106.30,6.30%,BAL -113,Home,,1,45.07%,$91.90,-8.10%,54.93%,$103.50,3.50%,1,4.0,9.07,0.59,35.1,1.15,2.75,6.4,4.27,9.15,0.62,33.64,1.18,2.66,6.59
2015-04-13,TB,TOR,TOR,53.6%,Over 8.5 (-116),Over,8.5,1,45.80%,$93.90,-6.10%,54.20%,$100.90,0.90%,TB +1.5 (-175),Away,1.5,1,64.18%,$100.90,0.90%,35.82%,$93.50,-6.50%,TB +124,Away,,1,46.44%,$104.00,4.00%,53.56%,$93.50,-6.50%,1,4.49,9.2,0.61,35.19,1.22,3.32,6.98,4.6,8.83,0.59,33.46,1.37,3.27,7.29
2015-04-13,MIA,ATL,ATL,50.8%,Over 7.0 (-113),Over,7.0,2,33.45%,$77.00,-23.00%,54.37%,$116.70,16.70%,No Pick,No Pick,,No Pick,66.86%,$98.10,-1.90%,33.14%,$98.10,-1.90%,ATL -102,Home,,1,49.23%,$95.70,-4.30%,50.77%,$100.60,0.60%,1,4.23,9.34,0.64,35.32,0.97,3.33,7.02,4.01,8.95,0.67,33.6,0.87,3.09,6.33
2015-04-13,CIN,CHC,CHC,56.0%,No Pick,No Pick,,No Pick,51.76%,$98.80,-1.20%,48.24%,$96.50,-3.50%,CHC -1.5 (+162),Home,-1.5,1,61.79%,$96.90,-3.10%,38.21%,$100.10,0.10%,No Pick,No Pick,,No Pick,44.03%,$99.90,-0.10%,55.97%,$96.50,-3.50%,1,3.59,8.43,0.62,34.66,0.8,2.75,7.96,3.99,8.6,0.61,33.18,0.84,3.06,6.59
2015-04-13,LAA,TEX,LAA,57.2%,No Pick,No Pick,,No Pick,42.47%,$97.30,-2.70%,47.04%,$97.90,-2.10%,LAA -1.5 (+126),Away,-1.5,1,45.32%,$102.40,2.40%,54.68%,$94.60,-5.40%,LAA -130,Away,,1,57.22%,$101.20,1.20%,42.78%,$94.10,-5.90%,1,5.3,9.98,0.58,35.96,1.11,3.53,6.09,4.16,8.77,0.74,33.84,1.02,2.65,6.74
2015-04-13,OAK,HOU,OAK,58.7%,Over 8.5 (+101),Over,8.5,1,49.37%,$93.80,-6.20%,50.63%,$101.80,1.80%,OAK -1.5 (+147),Away,-1.5,2,46.87%,$115.80,15.80%,53.13%,$86.30,-13.70%,OAK -111,Away,,2,58.69%,$111.60,11.60%,41.31%,$83.90,-16.10%,1,5.02,10.12,0.57,36.17,1.12,3.4,6.07,3.7,8.38,0.73,33.5,0.99,2.73,6.76
2015-04-13,ARI,SD,SD,60.2%,Under 6.5 (-105),Under,6.5,1,51.21%,$100.00,0.00%,48.79%,$95.30,-4.70%,SD -1.5 (+157),Home,-1.5,1,57.51%,$91.10,-8.90%,42.49%,$109.20,9.20%,SD -150,Home,,1,39.85%,$94.80,-5.20%,60.15%,$100.30,0.30%,1,2.69,8.43,0.64,34.6,0.67,2.64,7.35,3.58,8.99,0.63,33.12,1.0,3.22,6.06
2015-04-13,SEA,LAD,LAD,54.3%,Under 7.0 (+102),Under,7.0,1,43.62%,$101.00,1.00%,43.63%,$94.30,-5.70%,LAD -1.5 (+182),Home,-1.5,1,63.41%,$95.30,-4.70%,36.59%,$103.20,3.20%,LAD -118,Home,,1,45.66%,$95.40,-4.60%,54.34%,$100.40,0.40%,1,3.44,8.67,0.72,34.89,0.97,2.56,7.5,3.64,8.56,0.63,33.1,0.89,3.58,6.73
2015-04-14,WSH,BOS,WSH,56.0%,Over 8.0 (-120),Over,8.0,1,41.46%,$94.30,-5.70%,50.45%,$100.60,0.60%,WSH +1.5 (-182),Away,1.5,3,72.87%,$112.90,12.90%,27.13%,$72.40,-27.60%,WSH +116,Away,,2,55.95%,$120.80,20.80%,44.05%,$79.00,-21.00%,1,4.84,9.36,0.64,35.27,1.1,4.2,6.98,3.85,8.57,0.7,33.72,0.98,2.62,7.66
2015-04-14,DET,PIT,PIT,51.5%,Over 7.5 (+101),Over,7.5,3,39.46%,$75.00,-25.00%,60.54%,$121.70,21.70%,No Pick,No Pick,,No Pick,66.19%,$99.30,-0.70%,33.81%,$95.70,-4.30%,DET +106,Away,,1,48.52%,$100.00,0.00%,51.48%,$96.20,-3.80%,1,4.52,9.34,0.6,35.29,1.05,3.98,7.53,4.39,9.13,0.69,33.94,1.18,3.59,6.98
2015-04-14,NYY,BAL,BAL,56.4%,Over 8.0 (+100),Over,8.0,2,38.49%,$79.90,-20.10%,53.54%,$116.30,16.30%,BAL -1.5 (+185),Home,-1.5,1,61.41%,$91.80,-8.20%,38.59%,$110.00,10.00%,BAL -109,Home,,1,43.65%,$87.70,-12.30%,56.35%,$108.10,8.10%,1,4.29,8.98,0.57,35.02,1.22,3.22,6.72,4.73,9.47,0.61,33.98,1.41,2.88,6.7
2015-04-14,TB,TOR,TOR,51.5%,Over 8.0 (-124),Over,8.0,2,35.08%,$80.60,-19.40%,57.16%,$111.90,11.90%,TB +1.5 (-152),Away,1.5,2,66.20%,$109.70,9.70%,33.80%,$81.10,-18.90%,TB +129,Away,,1,48.53%,$111.10,11.10%,51.47%,$88.20,-11.80%,1,4.78,9.17,0.59,35.06,1.28,4.0,7.04,4.64,8.99,0.61,33.58,1.35,3.53,6.4
2015-04-14,MIA,ATL,ATL,54.3%,Over 7.5 (+106),Over,7.5,1,48.53%,$90.00,-10.00%,51.47%,$106.00,6.00%,ATL +1.5 (-159),Home,1.5,2,33.69%,$82.90,-17.10%,66.31%,$108.00,8.00%,ATL +107,Home,,2,45.72%,$85.10,-14.90%,54.28%,$112.40,12.40%,1,3.87,8.61,0.69,34.36,0.83,3.75,7.59,4.06,8.77,0.67,33.07,0.88,3.46,6.57
2015-04-14,PHI,NYM,NYM,62.4%,No Pick,No Pick,,No Pick,48.62%,$95.40,-4.60%,51.38%,$99.80,-0.20%,PHI +1.5 (-120),Away,1.5,1,55.21%,$101.20,1.20%,44.79%,$94.50,-5.50%,PHI +195,Away,,1,37.65%,$111.10,11.10%,62.35%,$91.60,-8.40%,1,2.69,7.78,0.67,34.14,0.64,2.63,8.65,3.85,8.9,0.62,33.19,0.92,3.3,5.68
2015-04-14,CHW,CLE,CLE,61.8%,Over 7.0 (+118),Over,7.0,2,40.95%,$83.00,-17.00%,46.34%,$115.70,15.70%,CLE -1.5 (+174),Home,-1.5,2,55.76%,$85.30,-14.70%,44.24%,$121.20,21.20%,CLE -119,Home,,2,38.18%,$80.20,-19.80%,61.82%,$113.80,13.80%,1,3.14,8.18,0.67,34.26,0.75,2.63,8.72,4.23,9.19,0.6,33.15,0.95,3.37,6.15
2015-04-14,CIN,CHC,CHC,60.4%,Over 7.0 (+113),Over,7.0,2,37.98%,$78.20,-21.80%,49.45%,$120.50,20.50%,CHC -1.5 (+161),Home,-1.5,1,57.25%,$90.00,-10.00%,42.75%,$111.60,11.60%,CHC -143,Home,,1,39.60%,$91.90,-8.10%,60.40%,$102.60,2.60%,1,3.4,8.07,0.62,34.19,0.72,3.03,8.42,4.31,8.95,0.57,33.44,1.13,2.89,6.46
2015-04-14,LAA,TEX,LAA,63.2%,Over 9.0 (-116),Over,9.0,1,39.13%,$89.50,-10.50%,50.49%,$104.90,4.90%,LAA -1.5 (+148),Away,-1.5,2,51.68%,$128.20,28.20%,48.32%,$78.30,-21.70%,LAA -113,Away,,3,63.21%,$119.10,19.10%,36.79%,$75.10,-24.90%,1,5.85,10.41,0.63,36.3,1.44,3.78,6.19,3.98,8.52,0.73,33.63,0.9,2.84,6.94
