date,away,home,pred_winner,fav_win_prob,total_pick_long,total_pick_short,total_val,total_confidence,under_conf,under_100_ret,under_pct_ret,over_conf,over_100_ret,over_pct_ret,runline_pick_long,runline_pick_short,runline_val,runline_confidence,away_rl_conf,away_rl_100_ret,away_rl_pct_ret,home_rl_conf,home_rl_100_ret,home_rl_pct_ret,ml_pick_long,ml_pick_short,ml_val,moneyline_confidence,away_ml_conf,away_ml_100,away_ml_pct_ret,home_ml_conf,home_ml_100_ret,home_ml_pct_ret,game,pred_away_runs,pred_away_hits,pred_away_errors,pred_away_at_bats,pred_away_homeruns,pred_away_walks,pred_away_strikeouts,pred_home_runs,pred_home_hits,pred_home_errors,pred_home_at_bats,pred_home_homeruns,pred_home_walks,pred_home_strikeouts
2018-04-16,LAD,SD,LAD,57.8%,Over 7.5 (-102),Over,7.5,1,48.84%,$90.20,-9.80%,51.16%,$101.30,1.30%,No Pick,No Pick,,No Pick,45.88%,$95.40,-4.60%,54.12%,$96.40,-3.60%,No Pick,No Pick,,No Pick,57.75%,$98.10,-1.90%,42.25%,$98.40,-1.60%,1,4.44,9.93,0.63,35.62,1.29,3.61,6.78,3.32,8.46,0.64,33.33,0.92,2.83,6.97
2018-04-16,HOU,SEA,SEA,54.5%,Over 7.0 (-122),Over,7.0,1,36.71%,$84.20,-15.80%,51.34%,$106.10,6.10%,SEA +1.5 (-162),Home,1.5,2,33.48%,$81.00,-19.00%,66.52%,$107.60,7.60%,SEA +103,Home,,2,45.50%,$85.80,-14.20%,54.50%,$110.60,10.60%,1,3.79,8.3,0.53,34.48,1.0,3.19,8.14,3.99,8.55,0.6,33.02,1.01,3.25,7.48
2018-04-17,KC,TOR,TOR,56.2%,No Pick,No Pick,,No Pick,42.08%,$94.40,-5.60%,47.04%,$96.80,-3.20%,KC +1.5 (-105),Away,1.5,3,61.58%,$120.20,20.20%,38.42%,$71.80,-28.20%,KC +187,Away,,2,43.82%,$125.80,25.80%,56.18%,$84.00,-16.00%,1,4.55,8.96,0.68,34.81,0.99,3.01,7.29,4.92,9.02,0.66,33.27,1.0,3.75,6.13
2018-04-17,MIA,NYY,NYY,65.1%,No Pick,No Pick,,No Pick,40.36%,$91.90,-8.10%,48.80%,$99.20,-0.80%,MIA +1.5 (+140),Away,1.5,2,52.30%,$125.50,25.50%,47.70%,$77.50,-22.50%,MIA +290,Away,,2,34.90%,$136.10,36.10%,65.10%,$84.80,-15.20%,1,4.14,8.39,0.66,34.57,1.1,2.5,8.18,5.53,9.24,0.55,33.37,1.23,3.89,6.5
2018-04-17,KC,TOR,TOR,53.0%,No Pick,No Pick,,No Pick,46.91%,$95.40,-4.60%,42.20%,$96.10,-3.90%,KC +1.5 (-156),Away,1.5,1,64.77%,$106.30,6.30%,35.23%,$83.20,-16.80%,KC +141,Away,,1,47.04%,$113.40,13.40%,52.96%,$88.00,-12.00%,1,4.44,9.06,0.65,35.05,0.87,3.1,7.17,4.47,8.91,0.69,33.61,0.92,3.11,6.83
2018-04-17,BAL,DET,DET,54.4%,Over 9.0 (-107),Over,9.0,2,36.79%,$77.60,-22.40%,52.58%,$113.80,13.80%,DET +1.5 (-162),Home,1.5,2,33.59%,$81.30,-18.70%,66.41%,$107.40,7.40%,DET +102,Home,,1,45.61%,$86.30,-13.70%,54.39%,$109.90,9.90%,1,4.96,9.64,0.7,35.59,1.06,3.66,7.05,5.14,9.7,0.72,34.27,1.13,3.65,5.98
2018-04-17,COL,PIT,PIT,57.0%,Over 8.0 (+101),Over,8.0,1,42.33%,$84.30,-15.70%,49.44%,$108.30,8.30%,No Pick,No Pick,,No Pick,60.73%,$96.90,-3.10%,39.27%,$97.40,-2.60%,No Pick,No Pick,,No Pick,42.98%,$98.00,-2.00%,57.02%,$98.30,-1.70%,1,4.02,9.01,0.72,34.85,0.73,3.02,6.87,4.49,8.98,0.67,33.27,0.97,2.99,5.89
2018-04-17,CLE,MIN,CLE,55.2%,Over 7.5 (-127),Over,7.5,2,35.49%,$73.50,-26.50%,64.51%,$115.30,15.30%,MIN +1.5 (+105),Home,1.5,2,43.14%,$77.70,-22.30%,56.86%,$116.60,16.60%,MIN +183,Home,,2,55.15%,$83.10,-16.90%,44.85%,$126.90,26.90%,1,5.08,9.41,0.57,35.54,1.36,3.53,7.07,4.24,8.41,0.54,33.66,1.04,2.63,8.39
2018-04-17,TEX,TB,TB,57.7%,Over 8.5 (+103),Over,8.5,1,50.52%,$91.60,-8.40%,49.48%,$100.40,0.40%,No Pick,No Pick,,No Pick,60.05%,$99.60,-0.40%,39.95%,$92.70,-7.30%,TEX +142,Away,,1,42.32%,$102.40,2.40%,57.68%,$95.60,-4.40%,1,3.98,8.66,0.6,34.76,1.06,2.88,6.94,4.52,8.76,0.63,33.21,1.17,3.45,6.19
2018-04-17,WSH,NYM,WSH,61.5%,Over 7.5 (-101),Over,7.5,3,39.37%,$72.50,-27.50%,60.63%,$120.70,20.70%,WSH -1.5 (+145),Away,-1.5,2,49.87%,$122.20,22.20%,50.13%,$80.50,-19.50%,WSH -113,Away,,2,61.51%,$116.00,16.00%,38.49%,$78.10,-21.90%,1,5.2,9.83,0.62,35.81,1.44,3.91,7.58,3.65,8.2,0.69,33.26,0.97,3.24,7.53
2018-04-17,PHI,ATL,ATL,54.7%,Under 8.5 (-107),Under,8.5,1,52.47%,$101.50,1.50%,47.53%,$89.60,-10.40%,ATL -1.5 (+185),Home,-1.5,1,63.03%,$92.40,-7.60%,36.97%,$105.40,5.40%,ATL -107,Home,,1,45.28%,$89.20,-10.80%,54.72%,$105.90,5.90%,1,4.03,8.97,0.71,34.92,0.92,3.15,7.59,4.25,8.51,0.6,33.04,1.0,3.28,7.07
2018-04-17,CIN,MIL,MIL,50.0%,Over 9.0 (-108),Over,9.0,1,39.28%,$83.30,-16.70%,49.93%,$107.80,7.80%,CIN +1.5 (-152),Away,1.5,2,67.55%,$112.00,12.00%,32.45%,$75.30,-24.70%,CIN +140,Away,,2,49.97%,$119.90,19.90%,50.03%,$83.40,-16.60%,1,5.04,9.03,0.64,34.85,1.16,3.9,7.61,4.76,8.84,0.62,33.26,1.06,3.6,6.71
2018-04-17,STL,CHC,CHC,50.2%,Over 8.0 (-122),Over,8.0,2,35.23%,$77.20,-22.80%,56.90%,$112.40,12.40%,STL +1.5 (-178),Away,1.5,1,67.38%,$105.20,5.20%,32.62%,$84.20,-15.80%,STL +115,Away,,1,49.79%,$107.00,7.00%,50.21%,$90.40,-9.60%,1,4.81,8.79,0.63,34.64,0.9,3.75,7.35,4.54,8.67,0.69,33.22,0.99,3.23,6.83
2018-04-17,SF,ARI,ARI,63.1%,Over 8.0 (+105),Over,8.0,1,43.56%,$85.50,-14.50%,48.19%,$107.70,7.70%,ARI -1.5 (+145),Home,-1.5,1,54.42%,$87.40,-12.60%,45.58%,$111.70,11.70%,ARI -144,Home,,1,36.90%,$86.30,-13.70%,63.10%,$106.90,6.90%,1,3.61,8.39,0.59,34.67,0.79,2.68,8.02,4.75,9.25,0.65,33.7,1.06,3.34,6.98
2018-04-17,CHW,OAK,OAK,55.9%,Over 8.5 (-120),Over,8.5,1,44.77%,$89.50,-10.50%,55.23%,$101.20,1.20%,CHW +1.5 (-130),Away,1.5,2,61.91%,$109.50,9.50%,38.09%,$80.00,-20.00%,CHW +170,Away,,2,44.15%,$119.20,19.20%,55.85%,$86.90,-13.10%,1,4.41,9.14,0.64,35.19,1.04,3.22,7.31,4.75,9.16,0.64,33.65,1.28,3.38,5.9
2018-04-17,BOS,LAA,BOS,50.1%,Over 8.0 (-102),Over,8.0,1,43.76%,$88.10,-11.90%,47.99%,$103.60,3.60%,BOS +1.5 (-151),Away,1.5,2,67.64%,$112.40,12.40%,32.36%,$74.80,-25.20%,BOS +154,Away,,2,50.06%,$127.10,27.10%,49.94%,$80.40,-19.60%,1,4.32,8.68,0.62,34.89,1.16,3.22,6.8,4.02,8.51,0.54,33.44,1.03,3.03,7.46
2018-04-17,HOU,SEA,HOU,52.6%,No Pick,No Pick,,No Pick,43.18%,$92.30,-7.70%,48.58%,$98.60,-1.40%,SEA +1.5 (+101),Home,1.5,2,40.49%,$73.90,-26.10%,59.51%,$119.60,19.60%,SEA +174,Home,,2,52.58%,$81.00,-19.00%,47.42%,$129.90,29.90%,1,4.48,9.15,0.59,35.24,1.32,3.46,7.37,3.92,8.41,0.52,33.33,0.94,3.21,7.81
2018-04-17,LAD,SD,LAD,59.1%,Under 7.5 (-108),Under,7.5,1,53.59%,$103.20,3.20%,46.41%,$87.80,-12.20%,SD +1.5 (-105),Home,1.5,1,47.34%,$88.50,-11.50%,52.66%,$102.80,2.80%,SD +171,Home,,1,59.13%,$91.80,-8.20%,40.87%,$110.80,10.80%,1,4.25,9.69,0.58,35.38,1.06,3.75,6.35,2.97,8.12,0.73,33.25,0.79,2.64,7.25
2018-04-18,COL,PIT,PIT,55.6%,Over 7.5 (-112),Over,7.5,1,43.74%,$84.20,-15.80%,56.26%,$106.50,6.50%,PIT -1.5 (+175),Home,-1.5,1,62.13%,$92.40,-7.60%,37.87%,$104.10,4.10%,PIT -123,Home,,1,44.37%,$94.50,-5.50%,55.63%,$100.90,0.90%,1,4.01,8.72,0.7,34.79,0.85,3.13,7.5,4.33,8.82,0.7,33.25,0.83,3.36,6.07
2018-04-18,TEX,TB,TB,57.3%,Over 7.5 (-121),Over,7.5,1,44.82%,$90.10,-9.90%,55.18%,$100.80,0.80%,TB +1.5 (-167),Home,1.5,2,30.86%,$76.20,-23.80%,69.14%,$110.50,10.50%,TB +115,Home,,3,42.68%,$76.80,-23.20%,57.32%,$123.20,23.20%,1,3.86,8.27,0.58,34.41,0.94,3.06,7.72,4.36,8.62,0.56,33.18,1.02,3.43,6.08
2018-04-18,BAL,DET,DET,56.5%,Over 9.0 (+120),Over,9.0,2,39.71%,$76.30,-23.70%,49.48%,$122.10,22.10%,DET +1.5 (-147),Home,1.5,3,31.64%,$71.80,-28.20%,68.36%,$114.90,14.90%,DET +112,Home,,2,43.54%,$79.20,-20.80%,56.46%,$119.70,19.70%,1,4.67,9.45,0.72,35.5,1.06,2.93,6.72,5.08,9.54,0.66,33.97,1.23,3.43,6.17
2018-04-18,CIN,MIL,MIL,62.1%,Over 9.0 (-115),Over,9.0,1,40.29%,$88.20,-11.80%,48.88%,$102.50,2.50%,MIL -1.5 (+145),Home,-1.5,1,55.44%,$89.00,-11.00%,44.56%,$109.20,9.20%,MIL -138,Home,,1,37.87%,$86.30,-13.70%,62.13%,$107.20,7.20%,1,4.32,9.08,0.64,34.88,0.87,2.92,6.77,5.36,9.15,0.67,33.22,1.22,3.97,6.12
2018-04-18,CHW,OAK,OAK,60.9%,No Pick,No Pick,,No Pick,44.76%,$95.90,-4.10%,44.33%,$95.00,-5.00%,CHW +1.5 (+103),Away,1.5,2,56.72%,$115.10,15.10%,43.28%,$78.50,-21.50%,CHW +185,Away,,1,39.09%,$111.40,11.40%,60.91%,$91.40,-8.60%,1,4.13,9.37,0.64,35.15,0.97,2.65,6.69,5.03,9.22,0.59,33.23,1.33,3.97,6.07
2018-04-18,KC,TOR,TOR,57.1%,Over 8.5 (-102),Over,8.5,2,44.09%,$81.50,-18.50%,55.91%,$110.70,10.70%,KC +1.5 (-115),Away,1.5,2,60.67%,$113.40,13.40%,39.33%,$76.80,-23.20%,KC +185,Away,,2,42.92%,$122.30,22.30%,57.08%,$85.60,-14.40%,1,4.38,8.81,0.63,35.12,0.94,2.72,7.92,4.86,8.85,0.61,33.57,1.08,3.33,6.73
2018-04-18,CLE,MIN,CLE,50.4%,Over 7.5 (-114),Over,7.5,2,39.91%,$77.60,-22.40%,60.09%,$112.80,12.80%,MIN +1.5 (-155),Home,1.5,1,38.26%,$89.90,-10.10%,61.74%,$101.60,1.60%,MIN +106,Home,,1,50.39%,$93.80,-6.20%,49.61%,$102.20,2.20%,1,4.56,8.91,0.61,35.11,1.08,3.23,7.49,4.23,8.45,0.5,33.46,0.98,2.68,7.92
2018-04-18,WSH,NYM,WSH,55.7%,Over 8.0 (+105),Over,8.0,2,39.37%,$77.10,-22.90%,52.51%,$117.20,17.20%,WSH +1.5 (-220),Away,1.5,2,72.64%,$105.70,5.70%,27.36%,$79.40,-20.60%,WSH -101,Away,,2,55.68%,$110.80,10.80%,44.32%,$85.00,-15.00%,1,4.87,9.72,0.64,35.87,1.36,3.47,6.92,3.98,8.46,0.67,33.57,1.11,3.09,7.24
2018-04-18,PHI,ATL,ATL,59.4%,Under 9.0 (-102),Under,9.0,3,54.36%,$120.30,20.30%,35.14%,$72.50,-27.50%,ATL -1.5 (+165),Home,-1.5,1,58.26%,$88.90,-11.10%,41.74%,$110.60,10.60%,ATL -121,Home,,2,40.57%,$85.60,-14.40%,59.43%,$108.50,8.50%,1,3.67,8.7,0.62,34.5,0.78,2.96,7.16,4.4,8.81,0.61,32.9,1.1,3.72,6.53
2018-04-18,SF,ARI,ARI,60.0%,No Pick,No Pick,,No Pick,44.63%,$97.80,-2.20%,47.11%,$93.80,-6.20%,No Pick,No Pick,,No Pick,57.66%,$96.10,-3.90%,42.34%,$97.40,-2.60%,No Pick,No Pick,,No Pick,40.00%,$98.00,-2.00%,60.00%,$98.70,-1.30%,1,3.72,7.96,0.69,34.35,0.94,3.29,8.99,4.52,8.92,0.59,33.32,0.93,3.68,6.79
2018-04-18,BOS,LAA,LAA,53.5%,Over 8.0 (-101),Over,8.0,1,42.52%,$85.30,-14.70%,49.25%,$106.80,6.80%,LAA +1.5 (-165),Home,1.5,1,34.41%,$84.30,-15.70%,65.59%,$105.30,5.30%,LAA +100,Home,,1,46.48%,$88.70,-11.30%,53.52%,$107.00,7.00%,1,4.19,8.72,0.56,34.89,1.14,2.92,7.32,4.29,8.87,0.52,33.6,1.11,2.63,7.0
2018-04-18,HOU,SEA,SEA,51.1%,Over 7.5 (-106),Over,7.5,1,45.19%,$84.80,-15.20%,54.81%,$106.50,6.50%,SEA +1.5 (+101),Home,1.5,3,36.79%,$67.20,-32.80%,63.21%,$127.10,27.10%,SEA +165,Home,,3,48.92%,$76.90,-23.10%,51.08%,$135.40,35.40%,1,4.17,9.21,0.63,35.13,1.09,3.09,6.7,4.0,8.59,0.6,33.37,1.1,2.87,7.49
2018-04-18,LAD,SD,LAD,55.8%,Under 7.5 (-121),Under,7.5,1,55.11%,$100.70,0.70%,44.89%,$90.20,-9.80%,SD +1.5 (-116),Home,1.5,1,43.87%,$86.00,-14.00%,56.13%,$104.50,4.50%,SD +153,Home,,1,55.84%,$90.10,-9.90%,44.16%,$111.70,11.70%,1,3.98,9.33,0.56,35.04,1.07,3.62,6.91,3.07,8.0,0.68,32.92,0.86,2.7,7.35
2018-04-19,BAL,DET,DET,55.7%,Over 9.0 (-112),Over,9.0,1,39.81%,$86.00,-14.00%,49.38%,$104.80,4.80%,DET +1.5 (-146),Home,1.5,3,32.34%,$73.10,-26.90%,67.66%,$114.00,14.00%,DET +111,Home,,2,44.29%,$80.90,-19.10%,55.71%,$117.60,17.60%,1,4.7,9.76,0.72,35.72,1.11,2.59,6.28,5.03,9.57,0.66,33.94,1.23,2.94,5.9
2018-04-19,STL,CHC,CHC,50.8%,Over 7.0 (-115),Over,7.0,4,28.07%,$61.50,-38.50%,61.06%,$128.10,28.10%,No Pick,No Pick,,No Pick,66.84%,$99.40,-0.60%,33.16%,$91.20,-8.80%,STL +113,Away,,1,49.20%,$104.80,4.80%,50.80%,$92.10,-7.90%,1,4.55,8.42,0.59,34.49,0.94,3.23,8.08,4.35,8.31,0.67,32.86,0.97,3.05,7.64
2018-04-19,HOU,SEA,HOU,54.2%,No Pick,No Pick,,No Pick,52.11%,$94.80,-5.20%,47.89%,$96.70,-3.30%,SEA +1.5 (+105),Home,1.5,2,42.19%,$75.90,-24.10%,57.81%,$118.50,18.50%,SEA +166,Home,,2,54.23%,$85.00,-15.00%,45.77%,$121.80,21.80%,1,4.53,9.47,0.63,35.49,1.35,3.09,6.87,3.79,8.32,0.55,33.24,0.93,3.11,7.94
2018-04-19,TOR,NYY,NYY,68.0%,Over 9.0 (-110),Over,9.0,2,34.84%,$74.30,-25.70%,54.68%,$116.60,16.60%,NYY -1.5 (+121),Home,-1.5,2,49.23%,$84.10,-15.90%,50.77%,$112.20,12.20%,NYY -155,Home,,2,32.01%,$78.40,-21.60%,67.99%,$111.90,11.90%,1,4.3,8.69,0.71,34.73,0.96,2.79,7.64,6.03,9.55,0.55,33.51,1.32,4.19,6.26
2018-04-19,PIT,PHI,PHI,51.4%,Over 7.0 (-129),Over,7.0,3,29.51%,$69.40,-30.60%,59.37%,$118.60,18.60%,PHI +1.5 (-159),Home,1.5,1,36.48%,$87.20,-12.80%,63.52%,$103.50,3.50%,PHI +109,Home,,1,48.60%,$89.40,-10.60%,51.40%,$107.40,7.40%,1,4.42,8.89,0.68,35.12,0.98,3.04,7.67,4.28,8.8,0.68,33.54,0.79,3.3,6.95
2018-04-19,NYM,ATL,ATL,59.1%,Under 9.0 (+108),Under,9.0,1,44.25%,$103.30,3.30%,44.84%,$89.60,-10.40%,ATL +1.5 (-165),Home,1.5,3,29.24%,$71.60,-28.40%,70.76%,$113.60,13.60%,ATL -103,Home,,2,40.87%,$79.10,-20.90%,59.13%,$116.50,16.50%,1,4.26,9.12,0.63,35.33,1.09,3.33,7.0,4.96,9.36,0.59,33.59,1.15,3.75,5.94
2018-04-19,MIA,MIL,MIL,59.7%,Over 8.5 (-118),Over,8.5,1,44.10%,$87.30,-12.70%,55.90%,$103.30,3.30%,MIA +1.5 (-120),Away,1.5,1,57.94%,$106.20,6.20%,42.06%,$84.10,-15.90%,MIA +170,Away,,1,40.27%,$108.70,8.70%,59.73%,$92.90,-7.10%,1,4.23,8.67,0.67,34.68,0.94,2.99,7.55,5.0,8.86,0.59,32.92,0.87,4.0,6.2
2018-04-19,SF,ARI,ARI,65.7%,No Pick,No Pick,,No Pick,53.36%,$98.60,-1.40%,46.64%,$92.40,-7.60%,ARI -1.5 (+120),Home,-1.5,1,51.70%,$88.60,-11.40%,48.30%,$106.30,6.30%,ARI -167,Home,,1,34.33%,$88.20,-11.80%,65.67%,$105.00,5.00%,1,3.37,7.97,0.71,34.21,0.86,2.3,8.44,4.82,9.36,0.63,33.34,1.03,3.19,5.96
2018-04-19,BOS,LAA,BOS,52.2%,No Pick,No Pick,,No Pick,51.07%,$94.00,-6.00%,48.93%,$97.40,-2.60%,No Pick,No Pick,,No Pick,40.06%,$97.00,-3.00%,59.94%,$96.90,-3.10%,BOS -107,Away,,1,52.17%,$100.90,0.90%,47.83%,$94.30,-5.70%,1,4.48,8.86,0.52,34.82,1.26,3.19,6.76,3.96,8.29,0.57,33.17,1.12,2.92,7.83
2018-04-20,KC,DET,DET,53.9%,No Pick,No Pick,,No Pick,45.29%,$92.80,-7.20%,54.71%,$98.50,-1.50%,KC +1.5 (-170),Away,1.5,1,63.83%,$101.40,1.40%,36.17%,$90.40,-9.60%,KC +118,Away,,1,46.09%,$100.50,0.50%,53.91%,$96.00,-4.00%,1,4.48,9.51,0.65,35.41,0.86,2.68,6.4,4.62,9.26,0.63,33.81,1.18,2.89,6.06
2018-04-20,TOR,NYY,NYY,67.5%,Over 8.5 (-117),Over,8.5,2,37.65%,$74.20,-25.80%,62.35%,$115.60,15.60%,No Pick,No Pick,,No Pick,49.77%,$91.90,-8.10%,50.23%,$99.50,-0.50%,NYY -185,Home,,1,32.52%,$89.10,-10.90%,67.48%,$104.00,4.00%,1,4.16,8.33,0.65,34.53,0.88,2.73,7.79,5.83,9.37,0.58,33.47,1.41,3.7,6.82
2018-04-20,PIT,PHI,PHI,51.4%,Over 8.0 (-121),Over,8.0,1,38.70%,$84.60,-15.40%,53.21%,$105.70,5.70%,No Pick,No Pick,,No Pick,66.25%,$98.00,-2.00%,33.75%,$94.20,-5.80%,No Pick,No Pick,,No Pick,48.59%,$95.30,-4.70%,51.41%,$99.90,-0.10%,1,4.53,9.32,0.69,35.41,0.97,2.74,6.73,4.4,8.98,0.71,33.84,1.03,2.64,6.14
2018-04-20,CLE,BAL,CLE,57.1%,Over 7.5 (-121),Over,7.5,3,35.51%,$71.40,-28.60%,64.49%,$117.80,17.80%,CLE -1.5 (+129),Away,-1.5,1,45.21%,$103.50,3.50%,54.79%,$91.60,-8.40%,CLE -123,Away,,1,57.11%,$103.50,3.50%,42.89%,$91.30,-8.70%,1,5.18,9.72,0.6,35.73,1.39,3.48,7.26,4.13,8.57,0.53,33.66,0.97,2.75,7.7
2018-04-20,MIN,TB,TB,58.9%,Over 7.5 (-119),Over,7.5,1,43.97%,$87.50,-12.50%,56.03%,$103.10,3.10%,TB -1.5 (+161),Home,-1.5,1,58.81%,$91.30,-8.70%,41.19%,$107.50,7.50%,TB -126,Home,,1,41.11%,$88.80,-11.20%,58.89%,$105.60,5.60%,1,3.82,8.29,0.53,34.67,1.01,2.93,8.67,4.49,8.4,0.51,32.8,1.05,3.59,6.66
2018-04-20,KC,DET,DET,52.8%,Over 8.0 (-107),Over,8.0,3,33.70%,$68.90,-31.10%,58.55%,$122.80,22.80%,DET +1.5 (-170),Home,1.5,1,35.11%,$87.80,-12.20%,64.89%,$103.10,3.10%,DET -105,Home,,1,47.20%,$92.20,-7.80%,52.80%,$103.10,3.10%,1,4.76,9.61,0.68,35.58,0.98,3.06,6.79,4.78,9.45,0.6,34.1,1.19,2.93,6.31
2018-04-20,NYM,ATL,ATL,51.7%,Over 7.5 (-112),Over,7.5,1,45.49%,$87.60,-12.40%,54.51%,$103.20,3.20%,ATL +1.5 (-125),Home,1.5,2,36.16%,$74.10,-25.90%,63.84%,$114.90,14.90%,ATL +130,Home,,2,48.28%,$82.80,-17.20%,51.72%,$119.00,19.00%,1,4.12,8.72,0.68,34.6,0.92,4.05,7.51,4.02,8.88,0.69,33.63,0.88,2.86,7.02
2018-04-20,SEA,TEX,TEX,51.3%,No Pick,No Pick,,No Pick,49.99%,$95.40,-4.60%,50.01%,$95.50,-4.50%,SEA +1.5 (-175),Away,1.5,1,66.32%,$104.20,4.20%,33.68%,$85.90,-14.10%,SEA +115,Away,,1,48.66%,$104.60,4.60%,51.34%,$92.40,-7.60%,1,4.97,8.69,0.57,34.92,1.0,3.33,7.78,4.83,8.43,0.62,33.18,1.11,2.92,6.31
2018-04-20,HOU,CHW,HOU,63.0%,Over 8.0 (-112),Over,8.0,3,30.75%,$64.00,-36.00%,61.79%,$126.40,26.40%,CHW +1.5 (+141),Home,1.5,2,51.44%,$83.40,-16.60%,48.56%,$117.00,17.00%,CHW +243,Home,,2,62.99%,$86.70,-13.30%,37.01%,$126.90,26.90%,1,5.82,9.76,0.62,35.57,1.37,3.78,6.76,4.11,8.14,0.56,33.4,0.96,2.91,8.13
2018-04-20,MIA,MIL,MIL,57.8%,Over 9.0 (-102),Over,9.0,1,39.94%,$82.70,-17.30%,49.24%,$109.30,9.30%,MIA +1.5 (-140),Away,1.5,1,59.89%,$102.70,2.70%,40.11%,$88.20,-11.80%,MIA +146,Away,,1,42.16%,$103.70,3.70%,57.84%,$94.90,-5.10%,1,4.58,9.21,0.68,35.25,1.0,3.18,7.21,5.14,9.31,0.6,33.67,1.08,3.65,6.26
2018-04-20,CIN,STL,STL,63.6%,Over 8.5 (-112),Over,8.5,1,46.28%,$89.10,-10.90%,53.72%,$101.70,1.70%,CIN +1.5 (-110),Away,1.5,1,53.90%,$102.90,2.90%,46.10%,$88.00,-12.00%,CIN +189,Away,,1,36.41%,$105.20,5.20%,63.59%,$94.80,-5.20%,1,3.89,8.74,0.63,34.68,0.93,2.88,7.74,5.1,9.03,0.62,32.99,1.07,4.21,6.63
2018-04-20,CHC,COL,COL,50.3%,Over 9.5 (-102),Over,9.5,3,38.45%,$71.00,-29.00%,61.55%,$121.90,21.90%,No Pick,No Pick,,No Pick,37.62%,$95.60,-4.40%,62.38%,$98.20,-1.80%,No Pick,No Pick,,No Pick,49.75%,$96.70,-3.30%,50.25%,$98.60,-1.40%,1,5.7,9.15,0.63,35.21,0.95,3.03,7.5,5.44,8.43,0.68,33.15,0.92,3.04,6.93
2018-04-20,SD,ARI,ARI,63.1%,No Pick,No Pick,,No Pick,50.72%,$94.80,-5.20%,49.28%,$96.20,-3.80%,ARI -1.5 (+185),Home,-1.5,2,54.40%,$79.70,-20.30%,45.60%,$130.00,30.00%,ARI -112,Home,,3,36.89%,$74.50,-25.50%,63.11%,$119.50,19.50%,1,3.67,8.06,0.71,34.24,0.85,3.12,8.41,4.82,9.01,0.62,32.99,1.04,3.95,6.3
2018-04-20,BOS,OAK,OAK,51.8%,No Pick,No Pick,,No Pick,48.45%,$97.80,-2.20%,40.70%,$93.60,-6.40%,OAK +1.5 (-136),Home,1.5,2,36.05%,$77.90,-22.10%,63.95%,$111.00,11.00%,OAK +121,Home,,2,48.17%,$84.90,-15.10%,51.83%,$114.50,14.50%,1,4.42,9.43,0.66,35.65,1.12,3.09,6.23,4.32,8.73,0.63,33.76,1.01,3.29,7.48
2018-04-20,SF,LAA,LAA,57.6%,No Pick,No Pick,,No Pick,50.21%,$93.50,-6.50%,49.79%,$97.70,-2.30%,No Pick,No Pick,,No Pick,60.09%,$98.90,-1.10%,39.91%,$93.80,-6.20%,SF +139,Away,,1,42.36%,$101.20,1.20%,57.64%,$96.30,-3.70%,1,4.0,8.56,0.62,34.75,1.23,2.81,7.69,4.54,9.18,0.58,33.78,1.12,2.98,6.76
2018-04-20,WSH,LAD,LAD,54.1%,Over 6.0 (+100),Over,6.0,3,32.72%,$65.60,-34.40%,58.75%,$128.50,28.50%,No Pick,No Pick,,No Pick,63.66%,$99.00,-1.00%,36.34%,$94.50,-5.50%,WSH +137,Away,,1,45.91%,$108.80,8.80%,54.09%,$90.90,-9.10%,1,3.54,8.36,0.59,34.61,1.02,2.72,8.51,3.7,7.9,0.6,32.68,0.95,3.15,8.34
2018-04-21,TOR,NYY,NYY,58.8%,Over 9.0 (+113),Over,9.0,1,44.10%,$86.70,-13.30%,44.99%,$107.60,7.60%,TOR +1.5 (-140),Away,1.5,1,58.92%,$101.00,1.00%,41.08%,$90.40,-9.60%,TOR +147,Away,,1,41.21%,$101.80,1.80%,58.79%,$96.20,-3.80%,1,4.29,8.32,0.63,34.47,1.01,2.85,7.95,4.95,8.95,0.6,33.18,0.92,3.51,6.67
2018-04-21,KC,DET,DET,52.2%,Over 8.5 (-109),Over,8.5,1,45.19%,$85.90,-14.10%,54.81%,$105.10,5.10%,No Pick,No Pick,,No Pick,65.50%,$97.50,-2.50%,34.50%,$94.90,-5.10%,No Pick,No Pick,,No Pick,47.81%,$97.00,-3.00%,52.19%,$98.40,-1.60%,1,4.58,9.38,0.62,35.32,1.11,2.93,6.88,4.53,9.08,0.54,33.71,1.11,3.17,6.65
2018-04-21,CIN,STL,STL,63.8%,Over 8.0 (-127),Over,8.0,1,40.22%,$90.60,-9.40%,51.63%,$100.50,0.50%,CIN +1.5 (-110),Away,1.5,1,53.71%,$102.50,2.50%,46.29%,$88.40,-11.60%,CIN +200,Away,,1,36.23%,$108.70,8.70%,63.77%,$93.20,-6.80%,1,3.76,8.41,0.63,34.63,0.89,2.88,8.33,4.99,9.2,0.66,33.17,1.17,3.81,6.38
2018-04-21,CLE,BAL,CLE,60.9%,Over 9.0 (-119),Over,9.0,1,38.52%,$85.90,-14.10%,50.73%,$104.60,4.60%,BAL +1.5 (+110),Home,1.5,1,49.21%,$87.10,-12.90%,50.79%,$106.70,6.70%,BAL +181,Home,,1,60.89%,$92.40,-7.60%,39.11%,$109.90,9.90%,1,5.68,9.98,0.61,35.83,1.53,4.08,6.75,4.21,8.57,0.68,33.56,0.96,3.29,7.81
