,date,away,home,winner,home_runs,away_runs,total,home_wins,home_losses,home_win_perc,away_wins,away_losses,away_win_perc,home_cli,away_cli,game
6400,2017-07-29,MIN,OAK,OAK,5.0,4.0,9.0,44.0,59.0,0.4271844660194175,50.0,51.0,0.4950495049504951,0.04,0.91,1
6401,2017-07-29,CHC,MIL,CHC,1.0,2.0,3.0,55.0,50.0,0.5238095238095238,54.0,48.0,0.5294117647058824,2.32,2.38,1
6405,2017-07-29,KC,BOS,BOS,9.0,8.0,17.0,56.0,48.0,0.5384615384615384,54.0,47.0,0.5346534653465347,1.76,1.7,1
6403,2017-07-29,ARI,STL,ARI,1.0,7.0,8.0,51.0,52.0,0.4951456310679612,59.0,44.0,0.5728155339805825,0.95,0.73,1
6399,2017-07-29,CIN,MIA,MIA,7.0,3.0,10.0,48.0,53.0,0.4752475247524752,41.0,62.0,0.3980582524271845,0.26,0.01,1
6402,2017-07-29,HOU,DET,DET,5.0,3.0,8.0,45.0,56.0,0.4455445544554456,68.0,34.0,0.6666666666666666,0.18,0.06,1
6398,2017-07-29,CLE,CHW,CLE,4.0,5.0,9.0,39.0,61.0,0.39,56.0,45.0,0.5544554455445545,0.01,1.46,1
6391,2017-07-29,COL,WSH,COL,2.0,4.0,6.0,61.0,39.0,0.61,58.0,45.0,0.5631067961165048,0.34,0.77,1
6396,2017-07-29,LAA,TOR,LAA,5.0,6.0,11.0,48.0,55.0,0.4660194174757282,50.0,54.0,0.4807692307692308,0.4,0.5,1
6395,2017-07-29,SF,LAD,LAD,2.0,1.0,3.0,72.0,31.0,0.6990291262135923,40.0,64.0,0.38461538461538464,0.14,0.0,1
6394,2017-07-29,BAL,TEX,BAL,0.0,4.0,4.0,50.0,52.0,0.4901960784313725,48.0,54.0,0.4705882352941176,0.66,0.49,1
6393,2017-07-29,ATL,PHI,PHI,4.0,3.0,7.0,36.0,64.0,0.36,48.0,53.0,0.4752475247524752,0.0,0.27,1
6392,2017-07-29,NYM,SEA,SEA,3.0,2.0,5.0,51.0,53.0,0.4903846153846154,48.0,53.0,0.4752475247524752,0.56,0.24,1
6397,2017-07-29,TB,NYY,NYY,5.0,4.0,9.0,55.0,46.0,0.5445544554455446,53.0,51.0,0.5096153846153846,1.89,1.6,1
6404,2017-07-29,PIT,SD,SD,4.0,2.0,6.0,46.0,57.0,0.4466019417475728,50.0,53.0,0.4854368932038835,0.05,0.74,1
6418,2017-07-30,COL,WSH,COL,6.0,10.0,16.0,61.0,40.0,0.6039603960396039,59.0,45.0,0.5673076923076923,0.37,0.68,2
6420,2017-07-30,BAL,TEX,BAL,6.0,10.0,16.0,50.0,53.0,0.4854368932038835,49.0,54.0,0.4757281553398058,0.56,0.57,1
6421,2017-07-30,ATL,PHI,PHI,2.0,1.0,3.0,37.0,64.0,0.3663366336633663,48.0,54.0,0.4705882352941176,0.0,0.23,1
6419,2017-07-30,PIT,SD,PIT,1.0,7.0,8.0,47.0,57.0,0.4519230769230769,50.0,54.0,0.4807692307692308,0.06,0.65,1
6417,2017-07-30,CIN,MIA,CIN,4.0,6.0,10.0,49.0,53.0,0.4803921568627451,41.0,63.0,0.3942307692307692,0.29,0.01,1
6416,2017-07-30,HOU,DET,DET,13.0,1.0,14.0,46.0,56.0,0.4509803921568628,68.0,35.0,0.6601941747572816,0.19,0.06,1
6415,2017-07-30,NYM,SEA,SEA,9.0,1.0,10.0,52.0,53.0,0.4952380952380953,48.0,54.0,0.4705882352941176,0.61,0.18,1
6414,2017-07-30,KC,BOS,KC,3.0,5.0,8.0,57.0,48.0,0.5428571428571428,54.0,48.0,0.5294117647058824,1.74,1.72,1
6413,2017-07-30,CHC,MIL,CHC,2.0,4.0,6.0,55.0,51.0,0.5188679245283019,55.0,48.0,0.5339805825242718,2.33,2.46,1
6418,2017-07-30,COL,WSH,COL,6.0,10.0,16.0,61.0,40.0,0.6039603960396039,59.0,45.0,0.5673076923076923,0.37,0.68,1
6411,2017-07-30,CLE,CHW,CHW,3.0,1.0,4.0,39.0,62.0,0.38613861386138615,57.0,45.0,0.5588235294117647,0.01,1.35,1
6410,2017-07-30,SF,LAD,LAD,3.0,2.0,5.0,73.0,31.0,0.7019230769230769,40.0,65.0,0.3809523809523809,0.14,0.0,1
6409,2017-07-30,ARI,STL,STL,3.0,2.0,5.0,51.0,53.0,0.4903846153846154,60.0,44.0,0.5769230769230769,0.83,0.66,1
6408,2017-07-30,TB,NYY,TB,3.0,5.0,8.0,56.0,46.0,0.5490196078431373,53.0,52.0,0.5047619047619047,1.82,1.44,1
6407,2017-07-30,LAA,TOR,TOR,11.0,10.0,21.0,48.0,56.0,0.4615384615384616,51.0,54.0,0.4857142857142857,0.31,0.58,1
6406,2017-07-30,MIN,OAK,OAK,6.0,5.0,11.0,45.0,59.0,0.4326923076923077,50.0,52.0,0.4901960784313725,0.05,0.83,1
6412,2017-07-30,COL,WSH,WSH,3.0,1.0,4.0,61.0,41.0,0.5980392156862745,60.0,45.0,0.5714285714285714,0.42,0.65,1
6429,2017-07-31,WSH,MIA,WSH,0.0,1.0,1.0,49.0,54.0,0.4757281553398058,62.0,41.0,0.6019417475728155,0.32,0.4,1
6428,2017-07-31,ATL,PHI,PHI,7.0,6.0,13.0,38.0,64.0,0.3725490196078432,48.0,55.0,0.4660194174757282,0.0,0.19,1
6427,2017-07-31,TB,HOU,HOU,14.0,7.0,21.0,68.0,36.0,0.6538461538461539,54.0,52.0,0.5094339622641509,0.08,1.31,1
6426,2017-07-31,TOR,CHW,CHW,7.0,6.0,13.0,40.0,62.0,0.392156862745098,49.0,56.0,0.4666666666666667,0.01,0.38,1
6422,2017-07-31,CLE,BOS,BOS,6.0,2.0,8.0,57.0,49.0,0.5377358490566038,57.0,46.0,0.5533980582524272,1.76,1.57,1
6424,2017-07-31,SF,OAK,OAK,8.0,5.0,13.0,46.0,59.0,0.4380952380952381,40.0,66.0,0.37735849056603776,0.06,0.0,1
6423,2017-07-31,KC,BAL,BAL,2.0,1.0,3.0,50.0,54.0,0.4807692307692308,55.0,48.0,0.5339805825242718,0.69,1.68,1
6430,2017-07-31,DET,NYY,NYY,7.0,3.0,10.0,56.0,47.0,0.5436893203883495,47.0,56.0,0.4563106796116505,1.65,0.28,1
6425,2017-07-31,SEA,TEX,SEA,4.0,6.0,10.0,50.0,54.0,0.4807692307692308,53.0,53.0,0.5,0.5,0.75,1
6434,2017-08-01,SEA,TEX,SEA,7.0,8.0,15.0,50.0,55.0,0.4761904761904762,54.0,53.0,0.5046728971962616,0.44,0.82,1
6433,2017-08-01,MIN,SD,SD,3.0,0.0,3.0,47.0,58.0,0.4476190476190477,50.0,53.0,0.4854368932038835,0.04,0.79,1
6437,2017-08-01,DET,NYY,DET,3.0,4.0,7.0,57.0,47.0,0.5480769230769231,47.0,57.0,0.4519230769230769,1.59,0.24,1
6431,2017-08-01,NYM,COL,COL,5.0,4.0,9.0,60.0,46.0,0.5660377358490566,48.0,55.0,0.4660194174757282,0.68,0.19,1
6435,2017-08-01,PHI,LAA,LAA,7.0,1.0,8.0,51.0,55.0,0.4811320754716981,39.0,64.0,0.3786407766990291,0.48,0.0,1
6432,2017-08-01,LAD,ATL,LAD,2.0,3.0,5.0,48.0,56.0,0.4615384615384616,74.0,31.0,0.7047619047619048,0.15,0.1,1
6436,2017-08-01,TOR,CHW,TOR,4.0,8.0,12.0,41.0,62.0,0.3980582524271845,49.0,57.0,0.4622641509433962,0.01,0.31,1
6440,2017-08-01,ARI,CHC,CHC,16.0,4.0,20.0,56.0,48.0,0.5384615384615384,60.0,45.0,0.5714285714285714,1.77,0.69,1
6439,2017-08-01,CIN,PIT,CIN,1.0,9.0,10.0,51.0,54.0,0.4857142857142857,42.0,63.0,0.4,0.72,0.01,1
6441,2017-08-01,SF,OAK,SF,4.0,10.0,14.0,47.0,59.0,0.4433962264150944,40.0,67.0,0.37383177570093457,0.07,0.0,1
6442,2017-08-01,KC,BAL,BAL,7.0,2.0,9.0,51.0,54.0,0.4857142857142857,55.0,49.0,0.5288461538461539,0.77,1.72,1
6443,2017-08-01,STL,MIL,MIL,3.0,2.0,5.0,55.0,52.0,0.514018691588785,52.0,53.0,0.4952380952380953,1.68,1.09,1
6444,2017-08-01,WSH,MIA,MIA,7.0,6.0,13.0,49.0,55.0,0.4711538461538462,63.0,41.0,0.6057692307692307,0.22,0.27,1
6445,2017-08-01,CLE,BOS,BOS,12.0,10.0,22.0,58.0,49.0,0.5420560747663551,57.0,47.0,0.5480769230769231,1.73,1.65,1
6438,2017-08-01,TB,HOU,TB,4.0,6.0,10.0,69.0,36.0,0.6571428571428571,54.0,53.0,0.5046728971962616,0.05,1.2,1
6455,2017-08-02,STL,MIL,STL,4.0,5.0,9.0,56.0,52.0,0.5185185185185185,52.0,54.0,0.490566037735849,1.66,0.91,1
6459,2017-08-02,WSH,MIA,MIA,7.0,0.0,7.0,50.0,55.0,0.4761904761904762,63.0,42.0,0.6,0.29,0.31,1
6458,2017-08-02,OAK,SF,OAK,1.0,6.0,7.0,41.0,67.0,0.3796296296296297,47.0,60.0,0.4392523364485981,0.0,0.05,1
6457,2017-08-02,TOR,CHW,TOR,1.0,5.0,6.0,41.0,63.0,0.3942307692307692,50.0,57.0,0.4672897196261682,0.01,0.36,1
6456,2017-08-02,DET,NYY,DET,0.0,2.0,2.0,57.0,48.0,0.5428571428571428,48.0,57.0,0.4571428571428571,1.63,0.31,1
6454,2017-08-02,KC,BAL,BAL,6.0,0.0,6.0,52.0,54.0,0.490566037735849,55.0,50.0,0.5238095238095238,0.83,1.69,1
6453,2017-08-02,CIN,PIT,CIN,2.0,5.0,7.0,51.0,55.0,0.4811320754716981,43.0,63.0,0.4056603773584906,0.6,0.02,1
6451,2017-08-02,ARI,CHC,ARI,0.0,3.0,3.0,57.0,48.0,0.5428571428571428,60.0,46.0,0.5660377358490566,1.72,0.76,1
6450,2017-08-02,MIN,SD,MIN,2.0,5.0,7.0,48.0,58.0,0.4528301886792453,50.0,54.0,0.4807692307692308,0.05,0.69,1
6449,2017-08-02,SEA,TEX,TEX,5.0,1.0,6.0,50.0,56.0,0.4716981132075472,55.0,53.0,0.5092592592592593,0.36,0.92,1
6448,2017-08-02,NYM,COL,NYM,5.0,10.0,15.0,61.0,46.0,0.5700934579439252,48.0,56.0,0.4615384615384616,0.62,0.14,1
6447,2017-08-02,LAD,ATL,ATL,5.0,3.0,8.0,48.0,57.0,0.4571428571428571,75.0,31.0,0.7075471698113207,0.11,0.07,1
6446,2017-08-02,PHI,LAA,LAA,7.0,0.0,7.0,52.0,55.0,0.485981308411215,39.0,65.0,0.375,0.54,0.0,1
6452,2017-08-02,TB,HOU,TB,0.0,3.0,3.0,69.0,37.0,0.6509433962264151,55.0,53.0,0.5092592592592593,0.07,1.29,1
6470,2017-08-03,ARI,CHC,ARI,8.0,10.0,18.0,57.0,49.0,0.5377358490566038,61.0,46.0,0.5700934579439252,1.77,0.68,1
6467,2017-08-03,STL,MIL,MIL,2.0,1.0,3.0,56.0,53.0,0.5137614678899083,53.0,54.0,0.4953271028037383,1.68,1.11,1
6468,2017-08-03,PHI,LAA,LAA,5.0,4.0,9.0,53.0,55.0,0.4907407407407408,39.0,66.0,0.37142857142857133,0.61,0.0,1
6469,2017-08-03,NYY,CLE,CLE,5.0,1.0,6.0,57.0,48.0,0.5428571428571428,57.0,49.0,0.5377358490566038,1.69,1.78,1
6471,2017-08-03,TEX,MIN,TEX,1.0,4.0,5.0,51.0,54.0,0.4857142857142857,51.0,56.0,0.4766355140186916,0.82,0.39,1
6465,2017-08-03,SEA,KC,KC,6.0,4.0,10.0,55.0,51.0,0.5188679245283019,55.0,54.0,0.5045871559633027,1.71,0.89,1
6464,2017-08-03,TB,HOU,TB,3.0,5.0,8.0,69.0,38.0,0.6448598130841121,56.0,53.0,0.5137614678899083,0.08,1.42,1
6463,2017-08-03,CIN,PIT,PIT,6.0,0.0,6.0,51.0,56.0,0.4766355140186916,44.0,63.0,0.41121495327102797,0.51,0.02,1
6462,2017-08-03,NYM,COL,COL,5.0,4.0,9.0,61.0,47.0,0.5648148148148148,49.0,56.0,0.4666666666666667,0.65,0.19,1
6461,2017-08-03,OAK,SF,SF,11.0,2.0,13.0,41.0,68.0,0.3761467889908257,48.0,60.0,0.4444444444444444,0.0,0.08,1
6460,2017-08-03,DET,BAL,DET,5.0,7.0,12.0,53.0,54.0,0.4953271028037383,49.0,57.0,0.4622641509433962,0.89,0.39,1
6472,2017-08-03,LAD,ATL,LAD,4.0,7.0,11.0,49.0,57.0,0.4622641509433962,75.0,32.0,0.7009345794392523,0.14,0.09,1
6466,2017-08-03,CHW,BOS,BOS,9.0,5.0,14.0,59.0,49.0,0.5462962962962963,41.0,64.0,0.3904761904761905,1.67,0.01,1
6481,2017-08-04,LAD,NYM,LAD,0.0,6.0,6.0,49.0,57.0,0.4622641509433962,76.0,32.0,0.7037037037037037,0.11,0.08,1
6483,2017-08-04,WSH,CHC,WSH,2.0,4.0,6.0,57.0,50.0,0.5327102803738317,63.0,43.0,0.5943396226415094,1.74,0.36,1
6487,2017-08-04,SD,PIT,PIT,10.0,6.0,16.0,52.0,56.0,0.4814814814814815,48.0,59.0,0.4485981308411215,0.63,0.04,1
6486,2017-08-04,ARI,SF,ARI,1.0,2.0,3.0,42.0,68.0,0.3818181818181817,62.0,46.0,0.5740740740740741,0.0,0.54,1
6485,2017-08-04,TOR,HOU,HOU,16.0,7.0,23.0,69.0,39.0,0.6388888888888888,51.0,57.0,0.4722222222222222,0.1,0.4,1
6484,2017-08-04,NYY,CLE,CLE,7.0,2.0,9.0,58.0,48.0,0.5471698113207547,57.0,50.0,0.5327102803738317,1.63,1.71,1
6482,2017-08-04,MIL,TB,MIL,0.0,2.0,2.0,57.0,53.0,0.5181818181818182,57.0,53.0,0.5181818181818182,1.5,1.58,1
6479,2017-08-04,PHI,COL,COL,4.0,3.0,7.0,62.0,47.0,0.5688073394495413,39.0,67.0,0.3679245283018868,0.6,0.0,1
6480,2017-08-04,DET,BAL,DET,2.0,5.0,7.0,53.0,55.0,0.4907407407407408,50.0,57.0,0.4672897196261682,0.77,0.43,1
6477,2017-08-04,OAK,LAA,LAA,8.0,6.0,14.0,54.0,55.0,0.4954128440366973,48.0,61.0,0.44036697247706413,0.69,0.05,1
6476,2017-08-04,CHW,BOS,BOS,3.0,2.0,5.0,60.0,49.0,0.5504587155963303,41.0,65.0,0.3867924528301887,1.64,0.0,1
6475,2017-08-04,MIA,ATL,ATL,5.0,3.0,8.0,49.0,58.0,0.4579439252336449,51.0,55.0,0.4811320754716981,0.1,0.26,1
6474,2017-08-04,SEA,KC,SEA,2.0,5.0,7.0,56.0,51.0,0.5233644859813084,55.0,55.0,0.5,1.75,0.82,1
6473,2017-08-04,STL,CIN,CIN,3.0,2.0,5.0,44.0,64.0,0.4074074074074074,53.0,55.0,0.4907407407407408,0.02,0.78,1
6478,2017-08-04,TEX,MIN,MIN,8.0,4.0,12.0,51.0,55.0,0.4811320754716981,52.0,56.0,0.4814814814814815,0.68,0.44,1
6498,2017-08-05,CHW,BOS,BOS,4.0,1.0,5.0,61.0,49.0,0.5545454545454546,41.0,66.0,0.3831775700934579,1.53,0.0,1
6497,2017-08-05,ARI,SF,SF,5.0,4.0,9.0,42.0,69.0,0.3783783783783784,63.0,46.0,0.5779816513761468,0.0,0.46,1
6499,2017-08-05,MIA,ATL,ATL,7.0,2.0,9.0,50.0,58.0,0.462962962962963,51.0,56.0,0.4766355140186916,0.12,0.19,1
6490,2017-08-05,SD,PIT,SD,2.0,5.0,7.0,53.0,56.0,0.4862385321100918,48.0,60.0,0.4444444444444444,0.73,0.02,1
6501,2017-08-05,LAD,NYM,LAD,4.0,7.0,11.0,49.0,58.0,0.4579439252336449,77.0,32.0,0.7064220183486238,0.07,0.08,1
6496,2017-08-05,TOR,HOU,TOR,3.0,4.0,7.0,70.0,39.0,0.6422018348623854,51.0,58.0,0.4678899082568808,0.08,0.34,1
6500,2017-08-05,DET,BAL,BAL,5.0,2.0,7.0,53.0,56.0,0.4862385321100918,51.0,57.0,0.4722222222222222,0.64,0.51,1
6495,2017-08-05,WSH,CHC,CHC,7.0,4.0,11.0,57.0,51.0,0.5277777777777778,64.0,43.0,0.5981308411214953,1.73,0.23,1
6488,2017-08-05,NYY,CLE,NYY,1.0,2.0,3.0,59.0,48.0,0.5514018691588785,57.0,51.0,0.5277777777777778,1.54,1.71,1
6493,2017-08-05,MIL,TB,MIL,0.0,3.0,3.0,57.0,54.0,0.5135135135135135,58.0,53.0,0.5225225225225225,1.4,1.66,1
6492,2017-08-05,OAK,LAA,OAK,0.0,5.0,5.0,55.0,55.0,0.5,48.0,62.0,0.4363636363636363,0.79,0.04,1
6491,2017-08-05,TEX,MIN,TEX,1.0,4.0,5.0,52.0,55.0,0.485981308411215,52.0,57.0,0.4770642201834863,0.76,0.41,1
6489,2017-08-05,STL,CIN,STL,1.0,4.0,5.0,45.0,64.0,0.4128440366972477,53.0,56.0,0.4862385321100918,0.02,0.69,1
6494,2017-08-05,PHI,COL,COL,8.0,5.0,13.0,63.0,47.0,0.5727272727272728,39.0,68.0,0.3644859813084112,0.51,0.0,1
6513,2017-08-06,OAK,LAA,OAK,10.0,11.0,21.0,55.0,56.0,0.4954954954954955,49.0,62.0,0.44144144144144143,0.68,0.05,1
6514,2017-08-06,WSH,CHC,WSH,4.0,9.0,13.0,58.0,51.0,0.5321100917431193,64.0,44.0,0.5925925925925926,1.74,0.29,1
6515,2017-08-06,SD,PIT,PIT,5.0,4.0,9.0,53.0,57.0,0.4818181818181818,49.0,60.0,0.44954128440366975,0.55,0.03,1
6511,2017-08-06,SEA,KC,SEA,7.0,8.0,15.0,56.0,52.0,0.5185185185185185,56.0,55.0,0.5045045045045045,1.72,0.9,1
6517,2017-08-06,STL,CIN,STL,4.0,13.0,17.0,45.0,65.0,0.4090909090909091,54.0,56.0,0.4909090909090909,0.01,0.74,1
6512,2017-08-06,NYY,CLE,NYY,1.0,8.0,9.0,59.0,49.0,0.5462962962962963,58.0,51.0,0.5321100917431193,1.64,1.75,1
6516,2017-08-06,DET,BAL,BAL,12.0,3.0,15.0,54.0,56.0,0.4909090909090909,51.0,58.0,0.4678899082568808,0.75,0.45,1
6510,2017-08-06,SEA,KC,KC,9.0,1.0,10.0,56.0,53.0,0.5137614678899083,57.0,55.0,0.5089285714285714,1.69,1.02,1
6503,2017-08-06,MIA,ATL,MIA,1.0,4.0,5.0,51.0,58.0,0.4678899082568808,51.0,57.0,0.4722222222222222,0.13,0.18,1
6508,2017-08-06,PHI,COL,PHI,2.0,3.0,5.0,64.0,47.0,0.5765765765765766,39.0,69.0,0.3611111111111111,0.48,0.0,1
6507,2017-08-06,TEX,MIN,MIN,6.0,5.0,11.0,52.0,56.0,0.4814814814814815,53.0,57.0,0.4818181818181818,0.66,0.48,1
6506,2017-08-06,CHW,BOS,BOS,6.0,3.0,9.0,62.0,49.0,0.5585585585585585,41.0,67.0,0.3796296296296297,1.46,0.0,1
6505,2017-08-06,TOR,HOU,HOU,7.0,6.0,13.0,70.0,40.0,0.6363636363636364,52.0,58.0,0.4727272727272727,0.1,0.41,1
6504,2017-08-06,ARI,SF,SF,6.0,3.0,9.0,43.0,69.0,0.38392857142857145,63.0,47.0,0.5727272727272728,0.0,0.51,1
6511,2017-08-06,SEA,KC,SEA,7.0,8.0,15.0,56.0,52.0,0.5185185185185185,56.0,55.0,0.5045045045045045,1.72,0.9,2
6502,2017-08-06,MIL,TB,TB,2.0,1.0,3.0,57.0,55.0,0.5089285714285714,59.0,53.0,0.5267857142857143,1.25,1.7,1
6509,2017-08-06,LAD,NYM,LAD,0.0,8.0,8.0,49.0,59.0,0.4537037037037037,78.0,32.0,0.7090909090909091,0.06,0.05,1
6524,2017-08-07,MIL,MIN,MIN,5.0,4.0,9.0,53.0,56.0,0.4862385321100918,59.0,54.0,0.5221238938053098,0.78,1.72,1
6523,2017-08-07,MIA,WSH,WSH,3.0,2.0,5.0,65.0,44.0,0.5963302752293578,52.0,57.0,0.4770642201834863,0.27,0.27,1
6522,2017-08-07,STL,KC,STL,3.0,11.0,14.0,57.0,53.0,0.5181818181818182,55.0,56.0,0.4954954954954955,1.63,0.92,1
6520,2017-08-07,SD,CIN,CIN,11.0,3.0,14.0,45.0,66.0,0.40540540540540543,49.0,61.0,0.44545454545454544,0.01,0.02,1
6519,2017-08-07,CHC,SF,CHC,3.0,5.0,8.0,44.0,69.0,0.3893805309734513,58.0,52.0,0.5272727272727272,0.0,1.76,1
6518,2017-08-07,BAL,LAA,BAL,2.0,6.0,8.0,55.0,57.0,0.4910714285714286,55.0,56.0,0.4954954954954955,0.62,0.86,1
6521,2017-08-07,DET,PIT,PIT,3.0,0.0,3.0,54.0,57.0,0.4864864864864865,51.0,59.0,0.4636363636363636,0.69,0.37,1
6525,2017-08-08,NYY,TOR,TOR,4.0,2.0,6.0,52.0,59.0,0.4684684684684685,59.0,51.0,0.5363636363636364,0.36,1.68,1
6526,2017-08-08,DET,PIT,PIT,6.0,3.0,9.0,55.0,57.0,0.4910714285714286,51.0,60.0,0.4594594594594595,0.78,0.3,1
6527,2017-08-08,CHC,SF,SF,6.0,3.0,9.0,44.0,70.0,0.3859649122807017,59.0,52.0,0.5315315315315315,0.0,1.76,1
6528,2017-08-08,COL,CLE,CLE,4.0,1.0,5.0,59.0,50.0,0.5412844036697247,64.0,48.0,0.5714285714285714,1.6,0.51,1
6529,2017-08-08,HOU,CHW,CHW,8.0,5.0,13.0,41.0,68.0,0.3761467889908257,71.0,40.0,0.6396396396396397,0.0,0.08,1
6530,2017-08-08,STL,KC,STL,3.0,10.0,13.0,57.0,54.0,0.5135135135135135,56.0,56.0,0.5,1.56,1.01,1
6531,2017-08-08,SD,CIN,SD,3.0,7.0,10.0,46.0,66.0,0.4107142857142857,49.0,62.0,0.44144144144144143,0.01,0.01,1
6532,2017-08-08,TEX,NYM,NYM,5.0,4.0,9.0,49.0,60.0,0.44954128440366975,53.0,58.0,0.4774774774774775,0.04,0.37,1
6533,2017-08-08,BAL,LAA,LAA,3.0,2.0,5.0,55.0,58.0,0.4867256637168141,56.0,56.0,0.5,0.55,0.99,1
6534,2017-08-08,PHI,ATL,PHI,2.0,5.0,7.0,51.0,59.0,0.4636363636363636,40.0,69.0,0.3669724770642202,0.08,0.0,1
6535,2017-08-08,BOS,TB,BOS,0.0,2.0,2.0,58.0,55.0,0.5132743362831859,63.0,49.0,0.5625,1.62,1.67,1
6536,2017-08-08,MIL,MIN,MIN,11.0,4.0,15.0,54.0,56.0,0.4909090909090909,59.0,55.0,0.5175438596491229,0.91,1.63,1
6537,2017-08-08,MIA,WSH,MIA,3.0,7.0,10.0,66.0,44.0,0.6,52.0,58.0,0.4727272727272727,0.2,0.18,1
6538,2017-08-08,LAD,ARI,ARI,6.0,3.0,9.0,63.0,48.0,0.5675675675675675,79.0,32.0,0.7117117117117117,0.58,0.05,1
6539,2017-08-08,SEA,OAK,SEA,6.0,7.0,13.0,50.0,62.0,0.44642857142857145,57.0,56.0,0.5044247787610621,0.07,0.83,1
6550,2017-08-09,MIN,MIL,MIN,0.0,4.0,4.0,59.0,56.0,0.5130434782608696,55.0,56.0,0.4954954954954955,1.57,1.07,1
6551,2017-08-09,KC,STL,STL,8.0,5.0,13.0,57.0,56.0,0.5044247787610621,57.0,55.0,0.5089285714285714,1.21,1.46,1
6553,2017-08-09,NYY,TOR,NYY,5.0,11.0,16.0,53.0,59.0,0.4732142857142857,59.0,52.0,0.5315315315315315,0.42,1.63,1
6549,2017-08-09,PIT,DET,DET,10.0,0.0,10.0,51.0,61.0,0.4553571428571429,56.0,57.0,0.4955752212389381,0.23,0.95,1
6548,2017-08-09,BAL,LAA,LAA,5.0,1.0,6.0,56.0,58.0,0.4912280701754386,56.0,57.0,0.4955752212389381,0.63,0.83,1
6547,2017-08-09,LAD,ARI,LAD,2.0,3.0,5.0,64.0,48.0,0.5714285714285714,79.0,33.0,0.7053571428571429,0.52,0.05,1
6546,2017-08-09,TEX,NYM,TEX,1.0,5.0,6.0,50.0,60.0,0.4545454545454545,53.0,59.0,0.4732142857142857,0.04,0.3,1
6554,2017-08-09,BOS,TB,BOS,2.0,8.0,10.0,58.0,56.0,0.5087719298245614,64.0,49.0,0.5663716814159292,1.42,1.5,1
6544,2017-08-09,MIA,WSH,WSH,10.0,1.0,11.0,66.0,45.0,0.5945945945945946,53.0,58.0,0.4774774774774775,0.25,0.24,1
6543,2017-08-09,SEA,OAK,SEA,3.0,6.0,9.0,50.0,63.0,0.4424778761061947,58.0,56.0,0.5087719298245614,0.05,0.93,1
6542,2017-08-09,SD,CIN,CIN,8.0,3.0,11.0,46.0,67.0,0.4070796460176992,50.0,62.0,0.44642857142857145,0.01,0.02,1
6541,2017-08-09,HOU,CHW,CHW,7.0,1.0,8.0,42.0,68.0,0.3818181818181817,71.0,41.0,0.6339285714285714,0.0,0.11,1
6552,2017-08-09,PHI,ATL,PHI,2.0,3.0,5.0,51.0,60.0,0.4594594594594595,41.0,69.0,0.3727272727272728,0.06,0.0,1
6540,2017-08-09,CHC,SF,SF,3.0,1.0,4.0,45.0,70.0,0.39130434782608703,59.0,53.0,0.5267857142857143,0.0,1.79,1
6545,2017-08-09,COL,CLE,COL,2.0,3.0,5.0,60.0,50.0,0.5454545454545454,64.0,49.0,0.5663716814159292,1.5,0.56,1
6566,2017-08-10,LAD,ARI,LAD,6.0,8.0,14.0,64.0,49.0,0.5663716814159292,80.0,33.0,0.7079646017699115,0.54,0.03,1
6565,2017-08-10,SD,CIN,CIN,10.0,3.0,13.0,47.0,67.0,0.412280701754386,50.0,63.0,0.4424778761061947,0.01,0.01,1
6564,2017-08-10,MIA,WSH,WSH,3.0,2.0,5.0,67.0,45.0,0.5982142857142857,53.0,59.0,0.4732142857142857,0.19,0.18,1
6563,2017-08-10,HOU,CHW,CHW,3.0,2.0,5.0,43.0,68.0,0.38738738738738737,71.0,42.0,0.6283185840707964,0.0,0.12,1
6562,2017-08-10,NYM,PHI,NYM,0.0,10.0,10.0,42.0,69.0,0.3783783783783784,50.0,61.0,0.4504504504504505,0.0,0.03,1
6560,2017-08-10,KC,STL,STL,8.0,6.0,14.0,58.0,56.0,0.5087719298245614,57.0,56.0,0.5044247787610621,1.4,1.41,1
6559,2017-08-10,NYY,TOR,TOR,4.0,0.0,4.0,53.0,60.0,0.4690265486725664,60.0,52.0,0.5357142857142857,0.31,1.6,1
6558,2017-08-10,MIN,MIL,MIN,2.0,7.0,9.0,59.0,57.0,0.5086206896551724,56.0,56.0,0.5,1.48,1.22,1
6557,2017-08-10,CLE,TB,TB,4.0,1.0,5.0,58.0,57.0,0.5043478260869565,60.0,51.0,0.5405405405405406,1.06,1.68,1
6556,2017-08-10,BAL,OAK,BAL,2.0,7.0,9.0,50.0,64.0,0.43859649122807015,56.0,58.0,0.4912280701754386,0.03,0.69,1
6555,2017-08-10,PIT,DET,PIT,5.0,7.0,12.0,52.0,61.0,0.4601769911504425,56.0,58.0,0.4912280701754386,0.3,0.87,1
6561,2017-08-10,LAA,SEA,LAA,3.0,6.0,9.0,59.0,56.0,0.5130434782608696,57.0,58.0,0.4956521739130435,1.09,0.77,1
6570,2017-08-11,CHC,ARI,CHC,3.0,8.0,11.0,64.0,50.0,0.5614035087719298,59.0,54.0,0.5221238938053098,0.7,1.94,1
6567,2017-08-11,BAL,OAK,OAK,5.0,4.0,9.0,50.0,65.0,0.43478260869565216,57.0,58.0,0.4956521739130435,0.02,0.8,1
6568,2017-08-11,BOS,NYY,NYY,5.0,4.0,9.0,60.0,53.0,0.5309734513274337,65.0,49.0,0.5701754385964912,2.1,1.65,1
