,date,away,home,winner,home_runs,away_runs,total,home_wins,home_losses,home_win_perc,away_wins,away_losses,away_win_perc,home_cli,away_cli,game
6569,2017-08-11,COL,MIA,MIA,6.0,3.0,9.0,53.0,60.0,0.4690265486725664,65.0,49.0,0.5701754385964912,0.12,0.45,1
6571,2017-08-11,CLE,TB,CLE,0.0,5.0,5.0,59.0,57.0,0.5086206896551724,60.0,52.0,0.5357142857142857,1.2,1.72,1
6572,2017-08-11,SD,LAD,SD,3.0,4.0,7.0,81.0,33.0,0.7105263157894737,50.0,64.0,0.43859649122807015,0.02,0.01,1
6580,2017-08-11,NYM,PHI,NYM,6.0,7.0,13.0,42.0,70.0,0.375,51.0,61.0,0.4553571428571429,0.0,0.04,1
6574,2017-08-11,CIN,MIL,CIN,10.0,11.0,21.0,59.0,58.0,0.5042735042735043,48.0,67.0,0.4173913043478261,1.34,0.01,1
6575,2017-08-11,ATL,STL,STL,8.0,5.0,13.0,59.0,56.0,0.5130434782608696,51.0,61.0,0.4553571428571429,1.6,0.05,1
6576,2017-08-11,LAA,SEA,LAA,5.0,6.0,11.0,59.0,57.0,0.5086206896551724,58.0,58.0,0.5,1.05,0.87,1
6577,2017-08-11,PIT,TOR,PIT,2.0,4.0,6.0,54.0,60.0,0.4736842105263158,57.0,58.0,0.4956521739130435,0.34,1.03,1
6578,2017-08-11,HOU,TEX,TEX,6.0,4.0,10.0,54.0,59.0,0.4778761061946903,71.0,43.0,0.6228070175438597,0.37,0.13,1
6579,2017-08-11,KC,CHW,CHW,6.0,3.0,9.0,44.0,68.0,0.3928571428571429,57.0,57.0,0.5,0.0,1.29,1
6573,2017-08-11,MIN,DET,MIN,4.0,9.0,13.0,52.0,62.0,0.456140350877193,57.0,56.0,0.5044247787610621,0.29,1.5,1
6594,2017-08-12,MIN,DET,DET,12.0,11.0,23.0,52.0,63.0,0.4521739130434783,58.0,56.0,0.5087719298245614,0.19,1.54,1
6593,2017-08-12,NYM,PHI,PHI,3.0,1.0,4.0,42.0,71.0,0.3716814159292036,52.0,61.0,0.4601769911504425,0.0,0.06,1
6592,2017-08-12,LAA,SEA,LAA,3.0,6.0,9.0,59.0,58.0,0.5042735042735043,59.0,58.0,0.5042735042735043,0.95,0.99,1
6591,2017-08-12,COL,MIA,MIA,4.0,3.0,7.0,54.0,60.0,0.4736842105263158,65.0,50.0,0.5652173913043478,0.16,0.55,1
6590,2017-08-12,SF,WSH,WSH,3.0,1.0,4.0,68.0,45.0,0.6017699115044248,46.0,70.0,0.3965517241379311,0.13,0.0,1
6589,2017-08-12,CIN,MIL,MIL,6.0,5.0,11.0,59.0,59.0,0.5,49.0,67.0,0.4224137931034483,1.11,0.01,1
6595,2017-08-12,BOS,NYY,BOS,5.0,10.0,15.0,61.0,53.0,0.5350877192982456,65.0,50.0,0.5652173913043478,2.2,1.84,1
6587,2017-08-12,HOU,TEX,TEX,8.0,3.0,11.0,55.0,59.0,0.4824561403508772,71.0,44.0,0.6173913043478261,0.44,0.18,1
6586,2017-08-12,CHC,ARI,ARI,6.0,2.0,8.0,64.0,51.0,0.5565217391304348,60.0,54.0,0.5263157894736842,0.8,1.95,1
6584,2017-08-12,PIT,TOR,TOR,7.0,2.0,9.0,54.0,61.0,0.4695652173913044,58.0,58.0,0.5,0.26,1.14,1
6583,2017-08-12,CLE,TB,CLE,0.0,3.0,3.0,59.0,58.0,0.5042735042735043,61.0,52.0,0.5398230088495575,1.12,1.65,1
6582,2017-08-12,KC,CHW,KC,4.0,5.0,9.0,45.0,68.0,0.3982300884955752,57.0,58.0,0.4956521739130435,0.01,1.13,1
6581,2017-08-12,ATL,STL,STL,6.0,5.0,11.0,60.0,56.0,0.5172413793103449,51.0,62.0,0.4513274336283186,1.62,0.04,1
6588,2017-08-12,SD,LAD,LAD,6.0,3.0,9.0,81.0,34.0,0.7043478260869566,51.0,64.0,0.4434782608695652,0.02,0.02,1
6585,2017-08-12,BAL,OAK,BAL,5.0,12.0,17.0,51.0,65.0,0.4396551724137931,57.0,59.0,0.4913793103448276,0.03,0.67,1
6596,2017-08-13,SD,LAD,LAD,6.0,4.0,10.0,82.0,34.0,0.7068965517241379,51.0,65.0,0.4396551724137931,0.02,0.01,1
6611,2017-08-13,SF,WSH,SF,2.0,4.0,6.0,69.0,45.0,0.6052631578947368,46.0,71.0,0.3931623931623932,0.11,0.0,1
6610,2017-08-13,KC,CHW,KC,6.0,14.0,20.0,45.0,69.0,0.3947368421052632,58.0,58.0,0.5,0.0,1.23,1
6609,2017-08-13,BOS,NYY,BOS,2.0,3.0,5.0,61.0,54.0,0.5304347826086957,66.0,50.0,0.5689655172413793,2.05,1.57,1
6608,2017-08-13,BAL,OAK,OAK,9.0,3.0,12.0,51.0,66.0,0.4358974358974359,58.0,59.0,0.4957264957264957,0.02,0.84,1
6607,2017-08-13,SF,WSH,WSH,6.0,2.0,8.0,69.0,46.0,0.6,47.0,71.0,0.3983050847457627,0.13,0.0,1
6606,2017-08-13,NYM,PHI,NYM,2.0,6.0,8.0,43.0,71.0,0.3771929824561404,52.0,62.0,0.456140350877193,0.0,0.04,1
6605,2017-08-13,ATL,STL,ATL,3.0,6.0,9.0,61.0,56.0,0.5213675213675214,51.0,63.0,0.4473684210526316,1.77,0.03,1
6604,2017-08-13,CIN,MIL,MIL,7.0,4.0,11.0,60.0,59.0,0.5042016806722689,49.0,68.0,0.4188034188034188,1.26,0.01,1
6602,2017-08-13,MIN,DET,MIN,4.0,6.0,10.0,53.0,63.0,0.456896551724138,58.0,57.0,0.5043478260869565,0.24,1.4,1
6601,2017-08-13,CHC,ARI,CHC,2.0,7.0,9.0,65.0,51.0,0.5603448275862069,60.0,55.0,0.5217391304347826,0.75,1.91,1
6600,2017-08-13,LAA,SEA,LAA,2.0,4.0,6.0,59.0,59.0,0.5,60.0,58.0,0.5084745762711864,0.88,1.11,1
6599,2017-08-13,HOU,TEX,HOU,1.0,2.0,3.0,56.0,59.0,0.4869565217391305,71.0,45.0,0.6120689655172413,0.53,0.2,1
6598,2017-08-13,COL,MIA,MIA,5.0,3.0,8.0,55.0,60.0,0.4782608695652174,65.0,51.0,0.5603448275862069,0.19,0.65,1
6597,2017-08-13,PIT,TOR,TOR,7.0,1.0,8.0,55.0,61.0,0.4741379310344828,58.0,59.0,0.4957264957264957,0.31,1.01,1
6611,2017-08-13,SF,WSH,SF,2.0,4.0,6.0,69.0,45.0,0.6052631578947368,46.0,71.0,0.3931623931623932,0.11,0.0,2
6603,2017-08-13,CLE,TB,CLE,3.0,4.0,7.0,59.0,59.0,0.5,62.0,52.0,0.543859649122807,0.92,1.54,1
6620,2017-08-14,ATL,COL,COL,3.0,0.0,3.0,65.0,52.0,0.5555555555555556,52.0,63.0,0.4521739130434783,0.68,0.05,1
6622,2017-08-14,DET,TEX,TEX,6.0,2.0,8.0,56.0,60.0,0.4827586206896552,53.0,64.0,0.45299145299145294,0.44,0.13,1
6621,2017-08-14,KC,OAK,KC,2.0,6.0,8.0,52.0,66.0,0.4406779661016949,59.0,58.0,0.5042735042735043,0.02,1.34,1
6619,2017-08-14,BAL,SEA,BAL,3.0,11.0,14.0,59.0,60.0,0.4957983193277311,58.0,60.0,0.4915254237288136,0.68,0.75,1
6617,2017-08-14,PHI,SD,SD,7.0,4.0,11.0,51.0,66.0,0.4358974358974359,43.0,72.0,0.3739130434782609,0.01,0.0,1
6616,2017-08-14,NYM,NYY,NYY,4.0,2.0,6.0,61.0,55.0,0.5258620689655172,53.0,62.0,0.4608695652173913,1.53,0.07,1
6618,2017-08-14,HOU,ARI,ARI,2.0,0.0,2.0,65.0,52.0,0.5555555555555556,72.0,45.0,0.6153846153846154,0.73,0.13,1
6614,2017-08-14,TB,TOR,TOR,2.0,1.0,3.0,56.0,61.0,0.4786324786324786,59.0,60.0,0.4957983193277311,0.41,0.83,1
6613,2017-08-14,CLE,BOS,CLE,3.0,7.0,10.0,67.0,50.0,0.5726495726495726,63.0,52.0,0.5478260869565217,0.99,1.55,1
6612,2017-08-14,CIN,CHC,CHC,15.0,5.0,20.0,61.0,55.0,0.5258620689655172,49.0,69.0,0.4152542372881356,1.86,0.01,1
6615,2017-08-14,SF,MIA,MIA,8.0,3.0,11.0,56.0,60.0,0.4827586206896552,47.0,72.0,0.3949579831932773,0.23,0.0,1
6633,2017-08-15,CLE,MIN,CLE,1.0,8.0,9.0,59.0,57.0,0.5086206896551724,64.0,52.0,0.5517241379310345,1.8,1.86,1
6637,2017-08-15,BAL,SEA,SEA,3.0,1.0,4.0,59.0,61.0,0.4916666666666666,59.0,60.0,0.4957983193277311,0.56,0.88,1
6636,2017-08-15,PIT,MIL,MIL,3.0,1.0,4.0,61.0,59.0,0.5083333333333333,58.0,60.0,0.4915254237288136,1.52,0.97,1
6635,2017-08-15,ATL,COL,ATL,3.0,4.0,7.0,66.0,52.0,0.559322033898305,52.0,64.0,0.4482758620689655,0.63,0.03,1
6634,2017-08-15,LAA,WSH,WSH,3.0,1.0,4.0,70.0,46.0,0.603448275862069,61.0,58.0,0.5126050420168067,0.12,1.12,1
6623,2017-08-15,STL,BOS,BOS,10.0,4.0,14.0,67.0,51.0,0.5677966101694916,61.0,57.0,0.5169491525423728,1.13,1.59,1
6632,2017-08-15,DET,TEX,TEX,10.0,4.0,14.0,57.0,60.0,0.4871794871794872,53.0,65.0,0.4491525423728814,0.49,0.09,1
6629,2017-08-15,SF,MIA,SF,4.0,9.0,13.0,57.0,60.0,0.4871794871794872,47.0,73.0,0.39166666666666666,0.23,0.0,1
6630,2017-08-15,CHW,LAD,LAD,6.0,1.0,7.0,83.0,34.0,0.7094017094017094,45.0,70.0,0.39130434782608703,0.01,0.0,1
6628,2017-08-15,HOU,ARI,HOU,4.0,9.0,13.0,66.0,52.0,0.559322033898305,72.0,46.0,0.6101694915254238,0.69,0.17,1
6627,2017-08-15,TB,TOR,TB,4.0,6.0,10.0,57.0,61.0,0.4830508474576271,59.0,61.0,0.4916666666666666,0.45,0.68,1
6626,2017-08-15,KC,OAK,OAK,10.0,8.0,18.0,52.0,67.0,0.4369747899159664,60.0,58.0,0.5084745762711864,0.01,1.41,1
6625,2017-08-15,CIN,CHC,CIN,1.0,2.0,3.0,62.0,55.0,0.5299145299145299,49.0,70.0,0.4117647058823529,1.86,0.0,1
6624,2017-08-15,PHI,SD,SD,8.0,4.0,12.0,52.0,66.0,0.4406779661016949,43.0,73.0,0.3706896551724138,0.01,0.0,1
6631,2017-08-15,NYM,NYY,NYY,5.0,4.0,9.0,62.0,55.0,0.5299145299145299,53.0,63.0,0.456896551724138,1.61,0.04,1
6638,2017-08-16,ATL,COL,COL,17.0,2.0,19.0,66.0,53.0,0.5546218487394958,53.0,64.0,0.45299145299145294,0.67,0.05,1
6639,2017-08-16,PHI,SD,SD,3.0,0.0,3.0,53.0,66.0,0.4453781512605042,43.0,74.0,0.3675213675213676,0.02,0.0,1
6640,2017-08-16,TB,TOR,TOR,3.0,2.0,5.0,57.0,62.0,0.4789915966386555,60.0,61.0,0.4958677685950413,0.37,0.81,1
6642,2017-08-16,KC,OAK,KC,6.0,7.0,13.0,53.0,67.0,0.44166666666666665,60.0,59.0,0.5042016806722689,0.01,1.23,1
6641,2017-08-16,NYY,NYM,NYY,3.0,5.0,8.0,53.0,64.0,0.45299145299145294,63.0,55.0,0.5338983050847458,0.03,1.56,1
6644,2017-08-16,PIT,MIL,MIL,7.0,6.0,13.0,62.0,59.0,0.5123966942148761,58.0,61.0,0.4873949579831933,1.76,0.92,1
6643,2017-08-16,STL,BOS,BOS,5.0,4.0,9.0,68.0,51.0,0.5714285714285714,61.0,58.0,0.5126050420168067,1.03,1.6,1
6651,2017-08-16,SF,MIA,MIA,8.0,1.0,9.0,57.0,61.0,0.4830508474576271,48.0,73.0,0.39669421487603307,0.21,0.0,1
6650,2017-08-16,CIN,CHC,CHC,7.0,6.0,13.0,62.0,56.0,0.5254237288135594,50.0,70.0,0.4166666666666667,1.86,0.01,1
6647,2017-08-16,CHW,LAD,LAD,5.0,4.0,9.0,84.0,34.0,0.7118644067796609,45.0,71.0,0.3879310344827586,0.01,0.0,1
6648,2017-08-16,ARI,HOU,HOU,9.0,5.0,14.0,73.0,46.0,0.6134453781512605,66.0,53.0,0.5546218487394958,0.15,0.7,1
6646,2017-08-16,BAL,SEA,SEA,7.0,6.0,13.0,60.0,61.0,0.4958677685950413,59.0,61.0,0.4916666666666666,0.64,0.74,1
6645,2017-08-16,DET,TEX,TEX,12.0,6.0,18.0,58.0,60.0,0.4915254237288136,53.0,66.0,0.4453781512605042,0.58,0.05,1
6649,2017-08-16,LAA,WSH,LAA,2.0,3.0,5.0,71.0,46.0,0.6068376068376068,61.0,59.0,0.5083333333333333,0.09,1.01,1
6652,2017-08-17,CLE,MIN,CLE,3.0,9.0,12.0,59.0,58.0,0.5042735042735043,65.0,52.0,0.5555555555555556,1.48,1.61,1
6653,2017-08-17,WSH,SD,WSH,1.0,2.0,3.0,54.0,66.0,0.45,71.0,47.0,0.6016949152542372,0.02,0.11,1
6654,2017-08-17,ARI,HOU,ARI,0.0,4.0,4.0,74.0,46.0,0.6166666666666667,66.0,54.0,0.55,0.12,0.79,1
6656,2017-08-17,CIN,CHC,CIN,10.0,13.0,23.0,63.0,56.0,0.5294117647058824,50.0,71.0,0.4132231404958678,1.93,0.0,1
6657,2017-08-17,ATL,COL,ATL,4.0,10.0,14.0,67.0,53.0,0.5583333333333333,53.0,65.0,0.4491525423728814,0.61,0.03,1
6658,2017-08-17,TB,TOR,TOR,5.0,3.0,8.0,58.0,62.0,0.4833333333333333,60.0,62.0,0.4918032786885246,0.39,0.6,1
6659,2017-08-17,CLE,MIN,MIN,4.0,2.0,6.0,59.0,59.0,0.5,66.0,52.0,0.559322033898305,1.19,1.32,1
6660,2017-08-17,CHW,TEX,TEX,9.0,8.0,17.0,59.0,60.0,0.4957983193277311,45.0,72.0,0.38461538461538464,0.6,0.0,1
6661,2017-08-17,NYY,NYM,NYY,5.0,7.0,12.0,53.0,65.0,0.4491525423728814,64.0,55.0,0.5378151260504201,0.02,1.53,1
6662,2017-08-17,PHI,SF,SF,5.0,4.0,9.0,48.0,74.0,0.3934426229508197,43.0,75.0,0.3644067796610169,0.0,0.0,1
6659,2017-08-17,CLE,MIN,MIN,4.0,2.0,6.0,59.0,59.0,0.5,66.0,52.0,0.559322033898305,1.19,1.32,2
6655,2017-08-17,STL,PIT,STL,7.0,11.0,18.0,58.0,62.0,0.4833333333333333,61.0,59.0,0.5083333333333333,0.67,1.44,1
6675,2017-08-18,NYY,BOS,BOS,9.0,6.0,15.0,69.0,51.0,0.575,65.0,55.0,0.5416666666666666,1.63,2.17,1
6663,2017-08-18,CLE,KC,CLE,1.0,10.0,11.0,61.0,59.0,0.5083333333333333,66.0,53.0,0.5546218487394958,1.81,1.73,1
6664,2017-08-18,MIL,COL,COL,8.0,4.0,12.0,67.0,54.0,0.5537190082644629,63.0,59.0,0.5163934426229508,0.82,1.93,1
6665,2017-08-18,ARI,MIN,MIN,10.0,3.0,13.0,60.0,59.0,0.5042016806722689,67.0,54.0,0.5537190082644629,1.07,0.69,1
6666,2017-08-18,LAD,DET,LAD,5.0,8.0,13.0,53.0,67.0,0.44166666666666665,85.0,34.0,0.7142857142857143,0.02,0.01,1
6667,2017-08-18,OAK,HOU,HOU,3.0,1.0,4.0,74.0,47.0,0.6115702479338843,53.0,68.0,0.4380165289256198,0.16,0.01,1
6668,2017-08-18,LAA,BAL,BAL,9.0,7.0,16.0,59.0,62.0,0.487603305785124,62.0,59.0,0.5123966942148761,0.54,1.11,1
6669,2017-08-18,TOR,CHC,CHC,7.0,4.0,11.0,63.0,57.0,0.525,59.0,62.0,0.487603305785124,1.96,0.42,1
6670,2017-08-18,CIN,ATL,CIN,3.0,5.0,8.0,54.0,65.0,0.45378151260504207,51.0,71.0,0.4180327868852459,0.03,0.0,1
6671,2017-08-18,CHW,TEX,CHW,3.0,4.0,7.0,60.0,60.0,0.5,45.0,73.0,0.3813559322033898,0.69,0.0,1
6673,2017-08-18,PHI,SF,SF,10.0,2.0,12.0,49.0,74.0,0.3983739837398374,43.0,76.0,0.3613445378151261,0.0,0.0,1
6672,2017-08-18,STL,PIT,STL,10.0,11.0,21.0,58.0,63.0,0.4793388429752066,62.0,59.0,0.5123966942148761,0.6,1.72,1
6674,2017-08-18,WSH,SD,WSH,1.0,7.0,8.0,54.0,67.0,0.4462809917355372,72.0,47.0,0.6050420168067226,0.02,0.1,1
6676,2017-08-18,MIA,NYM,MIA,1.0,3.0,4.0,53.0,66.0,0.4453781512605042,58.0,61.0,0.4873949579831933,0.01,0.26,1
6677,2017-08-18,SEA,TB,SEA,1.0,7.0,8.0,60.0,63.0,0.4878048780487805,61.0,61.0,0.5,0.45,0.65,1
6679,2017-08-19,PHI,SF,PHI,9.0,12.0,21.0,50.0,74.0,0.4032258064516129,43.0,77.0,0.3583333333333333,0.0,0.0,1
6678,2017-08-19,STL,PIT,PIT,6.0,4.0,10.0,58.0,64.0,0.4754098360655738,63.0,59.0,0.5163934426229508,0.43,1.84,1
6691,2017-08-19,MIL,COL,MIL,3.0,6.0,9.0,68.0,54.0,0.5573770491803278,63.0,60.0,0.5121951219512195,0.73,1.69,1
6690,2017-08-19,CLE,KC,CLE,0.0,5.0,5.0,61.0,60.0,0.5041322314049587,67.0,53.0,0.5583333333333333,1.52,1.41,1
6689,2017-08-19,SEA,TB,SEA,6.0,7.0,13.0,60.0,64.0,0.4838709677419355,62.0,61.0,0.5040650406504065,0.39,0.8,1
6688,2017-08-19,MIA,NYM,NYM,8.0,1.0,9.0,53.0,67.0,0.44166666666666665,59.0,61.0,0.4916666666666666,0.01,0.3,1
6687,2017-08-19,NYY,BOS,NYY,3.0,4.0,7.0,70.0,51.0,0.5785123966942148,65.0,56.0,0.5371900826446281,1.38,2.05,1
6692,2017-08-19,LAD,DET,LAD,0.0,3.0,3.0,53.0,68.0,0.4380165289256198,86.0,34.0,0.7166666666666667,0.02,0.0,1
6685,2017-08-19,CHW,TEX,TEX,17.0,7.0,24.0,60.0,61.0,0.4958677685950413,46.0,73.0,0.3865546218487395,0.6,0.0,1
6684,2017-08-19,CIN,ATL,CIN,8.0,11.0,19.0,54.0,66.0,0.45,52.0,71.0,0.4227642276422765,0.02,0.0,1
6683,2017-08-19,OAK,HOU,HOU,3.0,0.0,3.0,75.0,47.0,0.6147540983606558,53.0,69.0,0.4344262295081967,0.11,0.01,1
6682,2017-08-19,ARI,MIN,MIN,5.0,0.0,5.0,61.0,59.0,0.5083333333333333,67.0,55.0,0.5491803278688525,1.16,0.79,1
6681,2017-08-19,WSH,SD,SD,3.0,1.0,4.0,54.0,68.0,0.4426229508196721,73.0,47.0,0.6083333333333333,0.01,0.08,1
6680,2017-08-19,TOR,CHC,CHC,4.0,3.0,7.0,64.0,57.0,0.5289256198347108,59.0,63.0,0.4836065573770492,2.0,0.36,1
6686,2017-08-19,LAA,BAL,LAA,1.0,5.0,6.0,60.0,62.0,0.4918032786885246,62.0,60.0,0.5081967213114754,0.69,1.06,1
6705,2017-08-20,OAK,HOU,OAK,2.0,3.0,5.0,76.0,47.0,0.6178861788617886,53.0,70.0,0.43089430894308944,0.09,0.0,1
6704,2017-08-20,MIL,COL,MIL,4.0,8.0,12.0,68.0,55.0,0.5528455284552846,64.0,60.0,0.5161290322580645,0.88,1.91,1
6703,2017-08-20,PHI,SF,PHI,2.0,5.0,7.0,50.0,75.0,0.4,44.0,77.0,0.3636363636363637,0.0,0.0,1
6702,2017-08-20,STL,PIT,PIT,6.0,3.0,9.0,59.0,64.0,0.4796747967479675,63.0,60.0,0.5121951219512195,0.45,1.69,1
6701,2017-08-20,NYY,BOS,BOS,5.0,1.0,6.0,70.0,52.0,0.5737704918032787,66.0,56.0,0.5409836065573771,1.67,2.25,1
6700,2017-08-20,ARI,MIN,MIN,12.0,5.0,17.0,62.0,59.0,0.5123966942148761,67.0,56.0,0.5447154471544715,1.24,0.92,1
6697,2017-08-20,WSH,SD,WSH,1.0,4.0,5.0,55.0,68.0,0.4471544715447153,73.0,48.0,0.6033057851239669,0.01,0.09,1
6698,2017-08-20,CLE,KC,KC,7.0,4.0,11.0,61.0,61.0,0.5,68.0,53.0,0.5619834710743802,1.16,1.16,1
6696,2017-08-20,LAA,BAL,LAA,4.0,5.0,9.0,60.0,63.0,0.4878048780487805,63.0,60.0,0.5121951219512195,0.52,1.11,1
6695,2017-08-20,SEA,TB,TB,3.0,0.0,3.0,60.0,65.0,0.48,63.0,61.0,0.5080645161290323,0.26,0.86,1
6694,2017-08-20,CHW,TEX,CHW,2.0,3.0,5.0,61.0,61.0,0.5,46.0,74.0,0.38333333333333336,0.65,0.0,1
6706,2017-08-20,MIA,NYM,MIA,4.0,6.0,10.0,54.0,67.0,0.4462809917355372,59.0,62.0,0.487603305785124,0.01,0.27,1
6699,2017-08-20,CIN,ATL,ATL,8.0,1.0,9.0,54.0,67.0,0.4462809917355372,53.0,71.0,0.4274193548387097,0.02,0.01,1
6693,2017-08-20,TOR,CHC,CHC,6.0,5.0,11.0,65.0,57.0,0.5327868852459017,59.0,64.0,0.4796747967479675,1.91,0.27,1
6707,2017-08-20,LAD,DET,DET,6.0,1.0,7.0,53.0,69.0,0.4344262295081967,87.0,34.0,0.71900826446281,0.01,0.0,1
6709,2017-08-21,ARI,NYM,ARI,2.0,3.0,5.0,54.0,68.0,0.4426229508196721,67.0,57.0,0.5403225806451613,0.01,1.0,1
6715,2017-08-21,MIN,CHW,MIN,2.0,10.0,12.0,48.0,74.0,0.3934426229508197,63.0,60.0,0.5121951219512195,0.0,1.34,2
6708,2017-08-21,LAD,PIT,LAD,5.0,6.0,11.0,60.0,64.0,0.4838709677419355,87.0,35.0,0.7131147540983607,0.45,0.0,1
6715,2017-08-21,MIN,CHW,MIN,2.0,10.0,12.0,48.0,74.0,0.3934426229508197,63.0,60.0,0.5121951219512195,0.0,1.34,1
6714,2017-08-21,MIN,CHW,CHW,7.0,6.0,13.0,47.0,74.0,0.3884297520661157,63.0,59.0,0.5163934426229508,0.0,1.44,1
6716,2017-08-21,MIL,SF,SF,2.0,0.0,2.0,50.0,76.0,0.3968253968253968,65.0,60.0,0.52,0.0,1.84,1
6712,2017-08-21,SEA,ATL,SEA,5.0,6.0,11.0,55.0,67.0,0.4508196721311475,63.0,62.0,0.504,0.02,0.74,1
6711,2017-08-21,TEX,LAA,TEX,3.0,5.0,8.0,64.0,60.0,0.5161290322580645,61.0,62.0,0.4959349593495935,1.22,0.65,1
6710,2017-08-21,OAK,BAL,BAL,7.0,3.0,10.0,60.0,64.0,0.4838709677419355,54.0,70.0,0.4354838709677419,0.31,0.0,1
6713,2017-08-21,BOS,CLE,CLE,5.0,4.0,9.0,68.0,54.0,0.5573770491803278,71.0,52.0,0.5772357723577236,1.2,0.91,1
6719,2017-08-22,MIA,PHI,MIA,8.0,12.0,20.0,45.0,77.0,0.3688524590163935,60.0,62.0,0.4918032786885246,0.0,0.36,2
6732,2017-08-22,ARI,NYM,ARI,4.0,7.0,11.0,54.0,69.0,0.4390243902439024,68.0,57.0,0.544,0.0,0.86,1
6731,2017-08-22,TOR,TB,TB,6.0,5.0,11.0,61.0,65.0,0.4841269841269841,59.0,65.0,0.4758064516129033,0.29,0.21,1
6730,2017-08-22,LAD,PIT,LAD,5.0,8.0,13.0,60.0,65.0,0.48,88.0,35.0,0.7154471544715447,0.35,0.0,1
6729,2017-08-22,BOS,CLE,BOS,1.0,9.0,10.0,69.0,54.0,0.5609756097560976,71.0,53.0,0.5725806451612904,1.09,1.03,1
6728,2017-08-22,MIN,CHW,MIN,1.0,4.0,5.0,48.0,75.0,0.3902439024390244,64.0,60.0,0.5161290322580645,0.0,1.39,1
6727,2017-08-22,CHC,CIN,CHC,9.0,13.0,22.0,53.0,72.0,0.424,66.0,57.0,0.5365853658536586,0.0,1.83,1
6726,2017-08-22,SD,STL,SD,4.0,12.0,16.0,63.0,61.0,0.5080645161290323,55.0,69.0,0.4435483870967742,1.37,0.01,1
6724,2017-08-22,SEA,ATL,ATL,4.0,0.0,4.0,55.0,68.0,0.4471544715447153,64.0,62.0,0.5079365079365079,0.01,0.85,1
6723,2017-08-22,NYY,DET,NYY,4.0,13.0,17.0,54.0,69.0,0.4390243902439024,66.0,57.0,0.5365853658536586,0.01,1.62,1
6722,2017-08-22,COL,KC,KC,3.0,2.0,5.0,62.0,61.0,0.5040650406504065,68.0,56.0,0.5483870967741935,1.0,0.79,1
6721,2017-08-22,MIL,SF,MIL,3.0,4.0,7.0,51.0,76.0,0.4015748031496063,65.0,61.0,0.5158730158730159,0.0,1.75,1
6720,2017-08-22,TEX,LAA,LAA,10.0,1.0,11.0,64.0,61.0,0.512,62.0,62.0,0.5,1.15,0.75,1
6719,2017-08-22,MIA,PHI,MIA,8.0,12.0,20.0,45.0,77.0,0.3688524590163935,60.0,62.0,0.4918032786885246,0.0,0.36,1
6718,2017-08-22,OAK,BAL,OAK,4.0,6.0,10.0,61.0,64.0,0.488,54.0,71.0,0.43200000000000005,0.41,0.0,1
6717,2017-08-22,MIA,PHI,MIA,4.0,7.0,11.0,45.0,78.0,0.36585365853658536,61.0,62.0,0.4959349593495935,0.0,0.43,1
6725,2017-08-22,WSH,HOU,WSH,3.0,4.0,7.0,76.0,48.0,0.6129032258064516,74.0,48.0,0.6065573770491803,0.19,0.12,1
6737,2017-08-23,WSH,HOU,HOU,6.0,1.0,7.0,76.0,49.0,0.608,75.0,48.0,0.6097560975609756,0.17,0.08,1
6733,2017-08-23,MIN,CHW,CHW,4.0,3.0,7.0,48.0,76.0,0.3870967741935484,65.0,60.0,0.52,0.0,1.6,1
6734,2017-08-23,OAK,BAL,BAL,8.0,7.0,15.0,61.0,65.0,0.4841269841269841,55.0,71.0,0.4365079365079365,0.28,0.0,1
6735,2017-08-23,MIA,PHI,PHI,8.0,0.0,8.0,45.0,79.0,0.3629032258064516,62.0,62.0,0.5,0.0,0.49,1
6738,2017-08-23,SD,STL,STL,6.0,2.0,8.0,63.0,62.0,0.504,56.0,69.0,0.44799999999999995,1.08,0.01,1
6739,2017-08-23,NYY,DET,NYY,2.0,10.0,12.0,54.0,70.0,0.4354838709677419,67.0,57.0,0.5403225806451613,0.01,1.61,1
6736,2017-08-23,TEX,LAA,TEX,5.0,7.0,12.0,65.0,61.0,0.5158730158730159,62.0,63.0,0.496,1.25,0.62,1
6740,2017-08-23,MIL,SF,SF,4.0,2.0,6.0,51.0,77.0,0.3984375,66.0,61.0,0.5196850393700787,0.0,1.82,1
6741,2017-08-23,LAD,PIT,PIT,1.0,0.0,1.0,60.0,66.0,0.4761904761904762,89.0,35.0,0.717741935483871,0.23,0.0,1
6742,2017-08-23,BOS,CLE,BOS,1.0,6.0,7.0,69.0,55.0,0.5564516129032258,72.0,53.0,0.5760000000000001,1.33,0.96,1
6743,2017-08-23,ARI,NYM,NYM,4.0,2.0,6.0,54.0,70.0,0.4354838709677419,69.0,57.0,0.5476190476190477,0.0,0.83,1
6744,2017-08-23,SEA,ATL,SEA,6.0,9.0,15.0,56.0,68.0,0.4516129032258064,64.0,63.0,0.5039370078740157,0.02,0.74,1
6745,2017-08-23,CHC,CIN,CHC,3.0,9.0,12.0,53.0,73.0,0.42063492063492064,67.0,57.0,0.5403225806451613,0.0,1.78,1
6746,2017-08-23,TOR,TB,TOR,6.0,7.0,13.0,62.0,65.0,0.4881889763779528,59.0,66.0,0.47200000000000003,0.35,0.14,1
6747,2017-08-23,COL,KC,KC,6.0,4.0,10.0,63.0,61.0,0.5080645161290323,68.0,57.0,0.544,1.14,0.96,1
